system:index,deforestationHistogram 2000-2010,deforestationHistogram 2000-2018,deforestationHistogram 2010-2018,forestHistogram 2000,forestHistogram 2010,forestHistogram 2018,plotID,reforestationHistogram 2000-2010,reforestationHistogram 2000-2018,reforestationHistogram 2010-2018,.geo
00000000000000000123,"{type=[[0.0, 1178.4313725490192]]}","{type=[[0.0, 1178.4313725490192]]}","{type=[[0.0, 1178.4313725490192]]}","{type=[[0.0, 1178.4313725490192]]}","{type=[[0.0, 1178.4313725490192]]}","{type=[[0.0, 1178.4313725490192]]}",533612202,"{type=[[0.0, 1178.4313725490192]]}","{type=[[0.0, 1178.4313725490192]]}","{type=[[0.0, 1178.4313725490192]]}",
00000000000000000124,"{type=[[0.0, 1160.862745098039]]}","{type=[[0.0, 1160.862745098039]]}","{type=[[0.0, 1160.862745098039]]}","{type=[[0.0, 1038.4313725490201], [1.0, 122.43137254901963]]}","{type=[[0.0, 1038.4313725490201], [1.0, 122.43137254901963]]}","{type=[[0.0, 1038.4313725490201], [1.0, 122.43137254901963]]}",533093910,"{type=[[0.0, 1160.862745098039]]}","{type=[[0.0, 1160.862745098039]]}","{type=[[0.0, 1160.862745098039]]}",
00000000000000000125,"{type=[[0.0, 1156.058823529411]]}","{type=[[0.0, 1156.058823529411]]}","{type=[[0.0, 1156.058823529411]]}","{type=[[0.0, 1156.058823529411]]}","{type=[[0.0, 1156.058823529411]]}","{type=[[0.0, 1156.058823529411]]}",532641178,"{type=[[0.0, 1156.058823529411]]}","{type=[[0.0, 1156.058823529411]]}","{type=[[0.0, 1156.058823529411]]}",
00000000000000000126,"{type=[[0.0, 1155.1725490196068]]}","{type=[[0.0, 1155.1725490196068]]}","{type=[[0.0, 1155.1725490196068]]}","{type=[[0.0, 696.3647058823534], [1.0, 458.80784313725474]]}","{type=[[0.0, 696.3647058823534], [1.0, 458.80784313725474]]}","{type=[[0.0, 696.3647058823534], [1.0, 458.80784313725474]]}",532470575,"{type=[[0.0, 1155.1725490196068]]}","{type=[[0.0, 1155.1725490196068]]}","{type=[[0.0, 1155.1725490196068]]}",
00000000000000000127,"{type=[[0.0, 1148.4901960784314]]}","{type=[[0.0, 1148.4901960784314]]}","{type=[[0.0, 1148.4901960784314]]}","{type=[[0.0, 920.0431372549021], [1.0, 228.44705882352935]]}","{type=[[0.0, 920.0431372549021], [1.0, 228.44705882352935]]}","{type=[[0.0, 920.0431372549021], [1.0, 228.44705882352935]]}",532168752,"{type=[[0.0, 1148.4901960784314]]}","{type=[[0.0, 1148.4901960784314]]}","{type=[[0.0, 1148.4901960784314]]}",
00000000000000000128,"{type=[[0.0, 1165.9960784313723]]}","{type=[[0.0, 1165.9960784313723]]}","{type=[[0.0, 1165.9960784313723]]}","{type=[[0.0, 1165.9960784313723]]}","{type=[[0.0, 1165.9960784313723]]}","{type=[[0.0, 1165.9960784313723]]}",532818299,"{type=[[0.0, 1165.9960784313723]]}","{type=[[0.0, 1165.9960784313723]]}","{type=[[0.0, 1165.9960784313723]]}",
00000000000000000129,"{type=[[0.0, 1177.5607843137252]]}","{type=[[0.0, 1177.5607843137252]]}","{type=[[0.0, 1177.5607843137252]]}","{type=[[0.0, 1177.5607843137252]]}","{type=[[0.0, 1177.5607843137252]]}","{type=[[0.0, 1177.5607843137252]]}",533336611,"{type=[[0.0, 1177.5607843137252]]}","{type=[[0.0, 1177.5607843137252]]}","{type=[[0.0, 1177.5607843137252]]}",
0000000000000000012a,"{type=[[0.0, 1180.549019607843]]}","{type=[[0.0, 1180.549019607843]]}","{type=[[0.0, 1180.549019607843]]}","{type=[[0.0, 1165.9764705882355], [1.0, 14.572549019607841]]}","{type=[[0.0, 1165.9764705882355], [1.0, 14.572549019607841]]}","{type=[[0.0, 1165.9764705882355], [1.0, 14.572549019607841]]}",533618745,"{type=[[0.0, 1180.549019607843]]}","{type=[[0.0, 1180.549019607843]]}","{type=[[0.0, 1180.549019607843]]}",
0000000000000000012b,"{type=[[0.0, 1135.2823529411762]]}","{type=[[0.0, 1135.2823529411762]]}","{type=[[0.0, 1135.2823529411762]]}","{type=[[0.0, 1123.3254901960784], [1.0, 11.95686274509804]]}","{type=[[0.0, 1123.3254901960784], [1.0, 11.95686274509804]]}","{type=[[0.0, 1123.3254901960784], [1.0, 11.95686274509804]]}",531552025,"{type=[[0.0, 1135.2823529411762]]}","{type=[[0.0, 1135.2823529411762]]}","{type=[[0.0, 1135.2823529411762]]}",
0000000000000000012c,"{type=[[0.0, 1116.098039215686]]}","{type=[[0.0, 1116.098039215686]]}","{type=[[0.0, 1116.098039215686]]}","{type=[[0.0, 1108.9803921568623], [1.0, 7.117647058823529]]}","{type=[[0.0, 1108.9803921568623], [1.0, 7.117647058823529]]}","{type=[[0.0, 1108.9803921568623], [1.0, 7.117647058823529]]}",530797507,"{type=[[0.0, 1116.098039215686]]}","{type=[[0.0, 1116.098039215686]]}","{type=[[0.0, 1116.098039215686]]}",
0000000000000000012d,"{type=[[0.0, 1122.0313725490203]]}","{type=[[0.0, 1122.0313725490203]]}","{type=[[0.0, 1122.0313725490203]]}","{type=[[0.0, 1117.7843137254908], [1.0, 4.247058823529412]]}","{type=[[0.0, 1117.7843137254908], [1.0, 4.247058823529412]]}","{type=[[0.0, 1117.7843137254908], [1.0, 4.247058823529412]]}",531132130,"{type=[[0.0, 1122.0313725490203]]}","{type=[[0.0, 1122.0313725490203]]}","{type=[[0.0, 1122.0313725490203]]}",
0000000000000000012e,"{type=[[0.0, 1127.7882352941178]]}","{type=[[0.0, 1127.7882352941178]]}","{type=[[0.0, 1127.7882352941178]]}","{type=[[0.0, 952.8117647058824], [1.0, 174.97647058823523]]}","{type=[[0.0, 952.8117647058824], [1.0, 174.97647058823523]]}","{type=[[0.0, 952.8117647058824], [1.0, 174.97647058823523]]}",531296171,"{type=[[0.0, 1127.7882352941178]]}","{type=[[0.0, 1127.7882352941178]]}","{type=[[0.0, 1127.7882352941178]]}",
0000000000000000012f,"{type=[[0.0, 1149.545098039215]]}","{type=[[0.0, 1149.545098039215]]}","{type=[[0.0, 1149.545098039215]]}","{type=[[0.0, 655.8274509803921], [1.0, 493.71764705882345]]}","{type=[[0.0, 655.8274509803921], [1.0, 493.71764705882345]]}","{type=[[0.0, 655.8274509803921], [1.0, 493.71764705882345]]}",532175323,"{type=[[0.0, 1149.545098039215]]}","{type=[[0.0, 1149.545098039215]]}","{type=[[0.0, 1149.545098039215]]}",
00000000000000000130,"{type=[[0.0, 1148.8235294117649]]}","{type=[[0.0, 1148.8235294117649]]}","{type=[[0.0, 1148.8235294117649]]}","{type=[[0.0, 1143.8235294117649], [1.0, 5.0]]}","{type=[[0.0, 1143.8235294117649], [1.0, 5.0]]}","{type=[[0.0, 1143.8235294117649], [1.0, 5.0]]}",532254072,"{type=[[0.0, 1148.8235294117649]]}","{type=[[0.0, 1148.8235294117649]]}","{type=[[0.0, 1148.8235294117649]]}",
00000000000000000131,"{type=[[0.0, 1146.619607843137]]}","{type=[[0.0, 1146.619607843137]]}","{type=[[0.0, 1146.619607843137]]}","{type=[[0.0, 966.2823529411763], [1.0, 180.33725490196082]]}","{type=[[0.0, 966.2823529411763], [1.0, 180.33725490196082]]}","{type=[[0.0, 966.2823529411763], [1.0, 180.33725490196082]]}",532536222,"{type=[[0.0, 1146.619607843137]]}","{type=[[0.0, 1146.619607843137]]}","{type=[[0.0, 1146.619607843137]]}",
00000000000000000132,"{type=[[0.0, 1151.8039215686276]]}","{type=[[0.0, 1151.8039215686276]]}","{type=[[0.0, 1151.8039215686276]]}","{type=[[0.0, 1151.8039215686276]]}","{type=[[0.0, 1151.8039215686276]]}","{type=[[0.0, 1151.8039215686276]]}",532634634,"{type=[[0.0, 1151.8039215686276]]}","{type=[[0.0, 1151.8039215686276]]}","{type=[[0.0, 1151.8039215686276]]}",
00000000000000000133,"{type=[[0.0, 1151.5921568627443]]}","{type=[[0.0, 1151.5921568627443]]}","{type=[[0.0, 1151.5921568627443]]}","{type=[[0.0, 1064.733333333333], [1.0, 86.85882352941177]]}","{type=[[0.0, 1064.733333333333], [1.0, 86.85882352941177]]}","{type=[[0.0, 1064.733333333333], [1.0, 86.85882352941177]]}",532693682,"{type=[[0.0, 1151.5921568627443]]}","{type=[[0.0, 1151.5921568627443]]}","{type=[[0.0, 1151.5921568627443]]}",
00000000000000000134,"{type=[[0.0, 1156.2901960784309]]}","{type=[[0.0, 1156.2901960784309]]}","{type=[[0.0, 1156.2901960784309]]}","{type=[[0.0, 1156.2901960784309]]}","{type=[[0.0, 1156.2901960784309]]}","{type=[[0.0, 1156.2901960784309]]}",532824912,"{type=[[0.0, 1156.2901960784309]]}","{type=[[0.0, 1156.2901960784309]]}","{type=[[0.0, 1156.2901960784309]]}",
00000000000000000135,"{type=[[0.0, 1105.807843137254]]}","{type=[[0.0, 1102.8078431372548], [1.0, 3.0]]}","{type=[[0.0, 1102.8078431372548], [1.0, 3.0]]}","{type=[[0.0, 726.6470588235292], [1.0, 379.1607843137255]]}","{type=[[0.0, 726.6470588235292], [1.0, 379.1607843137255]]}","{type=[[0.0, 729.6470588235292], [1.0, 376.1607843137255]]}",530128272,"{type=[[0.0, 1105.807843137254]]}","{type=[[0.0, 1105.807843137254]]}","{type=[[0.0, 1105.807843137254]]}",
00000000000000000136,"{type=[[0.0, 1105.9254901960778]]}","{type=[[0.0, 1105.9254901960778]]}","{type=[[0.0, 1105.9254901960778]]}","{type=[[0.0, 941.1215686274511], [1.0, 164.80392156862743]]}","{type=[[0.0, 941.1215686274511], [1.0, 164.80392156862743]]}","{type=[[0.0, 941.1215686274511], [1.0, 164.80392156862743]]}",530272606,"{type=[[0.0, 1105.9254901960778]]}","{type=[[0.0, 1105.9254901960778]]}","{type=[[0.0, 1105.9254901960778]]}",
00000000000000000137,"{type=[[0.0, 1103.3960784313722]]}","{type=[[0.0, 1103.3960784313722]]}","{type=[[0.0, 1103.3960784313722]]}","{type=[[0.0, 894.2823529411763], [1.0, 209.11372549019612]]}","{type=[[0.0, 894.2823529411763], [1.0, 209.11372549019612]]}","{type=[[0.0, 894.2823529411763], [1.0, 209.11372549019612]]}",529977365,"{type=[[0.0, 1103.3960784313722]]}","{type=[[0.0, 1103.3960784313722]]}","{type=[[0.0, 1103.3960784313722]]}",
00000000000000000138,"{type=[[0.0, 1101.5372549019605]]}","{type=[[0.0, 1098.317647058823], [1.0, 3.219607843137255]]}","{type=[[0.0, 1098.317647058823], [1.0, 3.219607843137255]]}","{type=[[0.0, 107.2], [1.0, 994.3372549019606]]}","{type=[[0.0, 107.2], [1.0, 994.3372549019606]]}","{type=[[0.0, 110.41960784313727], [1.0, 991.1176470588233]]}",529951113,"{type=[[0.0, 1101.5372549019605]]}","{type=[[0.0, 1101.5372549019605]]}","{type=[[0.0, 1101.5372549019605]]}",
00000000000000000139,"{type=[[0.0, 1101.5960784313722]]}","{type=[[0.0, 1101.5960784313722]]}","{type=[[0.0, 1101.5960784313722]]}","{type=[[0.0, 160.2588235294118], [1.0, 941.3372549019608]]}","{type=[[0.0, 160.2588235294118], [1.0, 941.3372549019608]]}","{type=[[0.0, 160.2588235294118], [1.0, 941.3372549019608]]}",529833011,"{type=[[0.0, 1101.5960784313722]]}","{type=[[0.0, 1101.5960784313722]]}","{type=[[0.0, 1101.5960784313722]]}",
0000000000000000013c,"{type=[[0.0, 1100.3960784313722]]}","{type=[[0.0, 1100.3960784313722]]}","{type=[[0.0, 1100.3960784313722]]}","{type=[[0.0, 666.2431372549019], [1.0, 434.15294117647056]]}","{type=[[0.0, 666.2431372549019], [1.0, 434.15294117647056]]}","{type=[[0.0, 666.2431372549019], [1.0, 434.15294117647056]]}",529760843,"{type=[[0.0, 1100.3960784313722]]}","{type=[[0.0, 1100.3960784313722]]}","{type=[[0.0, 1100.3960784313722]]}",
00000000000000000030,"{type=[[0.0, 1098.2392156862743]]}","{type=[[0.0, 1098.2392156862743]]}","{type=[[0.0, 1098.2392156862743]]}","{type=[[0.0, 601.321568627451], [1.0, 496.91764705882355]]}","{type=[[0.0, 601.321568627451], [1.0, 496.91764705882355]]}","{type=[[0.0, 601.321568627451], [1.0, 496.91764705882355]]}",529747695,"{type=[[0.0, 1098.2392156862743]]}","{type=[[0.0, 1098.2392156862743]]}","{type=[[0.0, 1098.2392156862743]]}",
00000000000000000032,"{type=[[0.0, 1098.125490196079]]}","{type=[[0.0, 1098.125490196079]]}","{type=[[0.0, 1098.125490196079]]}","{type=[[0.0, 281.54509803921576], [1.0, 816.580392156863]]}","{type=[[0.0, 281.54509803921576], [1.0, 816.580392156863]]}","{type=[[0.0, 281.54509803921576], [1.0, 816.580392156863]]}",529399934,"{type=[[0.0, 1098.125490196079]]}","{type=[[0.0, 1098.125490196079]]}","{type=[[0.0, 1098.125490196079]]}",
00000000000000000033,"{type=[[0.0, 1100.933333333333]]}","{type=[[0.0, 1100.933333333333]]}","{type=[[0.0, 1100.933333333333]]}","{type=[[0.0, 881.705882352941], [1.0, 219.22745098039212]]}","{type=[[0.0, 881.705882352941], [1.0, 219.22745098039212]]}","{type=[[0.0, 881.705882352941], [1.0, 219.22745098039212]]}",529596762,"{type=[[0.0, 1100.933333333333]]}","{type=[[0.0, 1100.933333333333]]}","{type=[[0.0, 1100.933333333333]]}",
00000000000000000034,"{type=[[0.0, 1180.4196078431364]]}","{type=[[0.0, 1180.4196078431364]]}","{type=[[0.0, 1180.4196078431364]]}","{type=[[0.0, 1180.4196078431364]]}","{type=[[0.0, 1180.4196078431364]]}","{type=[[0.0, 1180.4196078431364]]}",533585913,"{type=[[0.0, 1180.4196078431364]]}","{type=[[0.0, 1180.4196078431364]]}","{type=[[0.0, 1180.4196078431364]]}",
00000000000000000035,"{type=[[0.0, 1192.8745098039217]]}","{type=[[0.0, 1192.8745098039217]]}","{type=[[0.0, 1192.8745098039217]]}","{type=[[0.0, 1192.8745098039217]]}","{type=[[0.0, 1192.8745098039217]]}","{type=[[0.0, 1192.8745098039217]]}",534097680,"{type=[[0.0, 1192.8745098039217]]}","{type=[[0.0, 1192.8745098039217]]}","{type=[[0.0, 1192.8745098039217]]}",
00000000000000000036,"{type=[[0.0, 1209.9647058823525]]}","{type=[[0.0, 1209.9647058823525]]}","{type=[[0.0, 1209.9647058823525]]}","{type=[[0.0, 1194.4941176470584], [1.0, 15.470588235294118]]}","{type=[[0.0, 1194.4941176470584], [1.0, 15.470588235294118]]}","{type=[[0.0, 1194.4941176470584], [1.0, 15.470588235294118]]}",534576630,"{type=[[0.0, 1209.9647058823525]]}","{type=[[0.0, 1209.9647058823525]]}","{type=[[0.0, 1209.9647058823525]]}",
00000000000000000037,"{type=[[0.0, 1180.8784313725491]]}","{type=[[0.0, 1180.8784313725491]]}","{type=[[0.0, 1180.8784313725491]]}","{type=[[0.0, 1180.8784313725491]]}","{type=[[0.0, 1180.8784313725491]]}","{type=[[0.0, 1180.8784313725491]]}",533323481,"{type=[[0.0, 1180.8784313725491]]}","{type=[[0.0, 1180.8784313725491]]}","{type=[[0.0, 1180.8784313725491]]}",
00000000000000000038,"{type=[[0.0, 1162.5568627450973]]}","{type=[[0.0, 1162.5568627450973]]}","{type=[[0.0, 1162.5568627450973]]}","{type=[[0.0, 801.7372549019608], [1.0, 360.8196078431372]]}","{type=[[0.0, 801.7372549019608], [1.0, 360.8196078431372]]}","{type=[[0.0, 801.7372549019608], [1.0, 360.8196078431372]]}",532549257,"{type=[[0.0, 1162.5568627450973]]}","{type=[[0.0, 1162.5568627450973]]}","{type=[[0.0, 1162.5568627450973]]}",
00000000000000000039,"{type=[[0.0, 1121.2666666666667]]}","{type=[[0.0, 1121.2666666666667]]}","{type=[[0.0, 1121.2666666666667]]}","{type=[[0.0, 1006.7254901960787], [1.0, 114.54117647058824]]}","{type=[[0.0, 1006.7254901960787], [1.0, 114.54117647058824]]}","{type=[[0.0, 1006.7254901960787], [1.0, 114.54117647058824]]}",530758109,"{type=[[0.0, 1121.2666666666667]]}","{type=[[0.0, 1121.2666666666667]]}","{type=[[0.0, 1121.2666666666667]]}",
0000000000000000003a,"{type=[[0.0, 1102.3960784313724]]}","{type=[[0.0, 1102.3960784313724]]}","{type=[[0.0, 1102.3960784313724]]}","{type=[[0.0, 931.8470588235296], [1.0, 170.5490196078431]]}","{type=[[0.0, 931.8470588235296], [1.0, 170.5490196078431]]}","{type=[[0.0, 931.8470588235296], [1.0, 170.5490196078431]]}",529806754,"{type=[[0.0, 1102.3960784313724]]}","{type=[[0.0, 1102.3960784313724]]}","{type=[[0.0, 1102.3960784313724]]}",
00000000000000000090,"{type=[[0.0, 1105.7098039215684]]}","{type=[[0.0, 1105.7098039215684]]}","{type=[[0.0, 1105.7098039215684]]}","{type=[[0.0, 1104.7098039215684], [1.0, 1.0]]}","{type=[[0.0, 1104.7098039215684], [1.0, 1.0]]}","{type=[[0.0, 1104.7098039215684], [1.0, 1.0]]}",529301420,"{type=[[0.0, 1105.7098039215684]]}","{type=[[0.0, 1105.7098039215684]]}","{type=[[0.0, 1105.7098039215684]]}",
00000000000000000091,"{type=[[0.0, 1107.4431372549009]]}","{type=[[0.0, 1107.4431372549009]]}","{type=[[0.0, 1107.4431372549009]]}","{type=[[0.0, 1017.0901960784315], [1.0, 90.35294117647058]]}","{type=[[0.0, 1017.0901960784315], [1.0, 90.35294117647058]]}","{type=[[0.0, 1017.0901960784315], [1.0, 90.35294117647058]]}",529406425,"{type=[[0.0, 1107.4431372549009]]}","{type=[[0.0, 1107.4431372549009]]}","{type=[[0.0, 1107.4431372549009]]}",
00000000000000000092,"{type=[[0.0, 1115.3960784313722]]}","{type=[[0.0, 1115.3960784313722]]}","{type=[[0.0, 1115.3960784313722]]}","{type=[[0.0, 816.5882352941177], [1.0, 298.8078431372549]]}","{type=[[0.0, 816.5882352941177], [1.0, 298.8078431372549]]}","{type=[[0.0, 816.5882352941177], [1.0, 298.8078431372549]]}",529911633,"{type=[[0.0, 1115.3960784313722]]}","{type=[[0.0, 1115.3960784313722]]}","{type=[[0.0, 1115.3960784313722]]}",
00000000000000000093,"{type=[[0.0, 1103.3999999999999]]}","{type=[[0.0, 1103.3999999999999]]}","{type=[[0.0, 1103.3999999999999]]}","{type=[[0.0, 729.0901960784314], [1.0, 374.30980392156874]]}","{type=[[0.0, 729.0901960784314], [1.0, 374.30980392156874]]}","{type=[[0.0, 729.0901960784314], [1.0, 374.30980392156874]]}",529380218,"{type=[[0.0, 1103.3999999999999]]}","{type=[[0.0, 1103.3999999999999]]}","{type=[[0.0, 1103.3999999999999]]}",
00000000000000000094,"{type=[[0.0, 1121.247058823529]]}","{type=[[0.0, 1114.247058823529], [1.0, 7.0]]}","{type=[[0.0, 1114.247058823529], [1.0, 7.0]]}","{type=[[0.0, 511.9411764705883], [1.0, 609.3058823529412]]}","{type=[[0.0, 511.9411764705883], [1.0, 609.3058823529412]]}","{type=[[0.0, 518.9411764705882], [1.0, 602.3058823529411]]}",530344690,"{type=[[0.0, 1121.247058823529]]}","{type=[[0.0, 1121.247058823529]]}","{type=[[0.0, 1121.247058823529]]}",
00000000000000000095,"{type=[[0.0, 1120.2274509803915]]}","{type=[[0.0, 1120.2274509803915]]}","{type=[[0.0, 1120.2274509803915]]}","{type=[[0.0, 457.20000000000005], [1.0, 663.0274509803921]]}","{type=[[0.0, 457.20000000000005], [1.0, 663.0274509803921]]}","{type=[[0.0, 457.20000000000005], [1.0, 663.0274509803921]]}",530259400,"{type=[[0.0, 1120.2274509803915]]}","{type=[[0.0, 1120.2274509803915]]}","{type=[[0.0, 1120.2274509803915]]}",
00000000000000000096,"{type=[[0.0, 1119.1843137254893]]}","{type=[[0.0, 1119.1843137254893]]}","{type=[[0.0, 1119.1843137254893]]}","{type=[[0.0, 421.6941176470589], [1.0, 697.4901960784313]]}","{type=[[0.0, 421.6941176470589], [1.0, 697.4901960784313]]}","{type=[[0.0, 421.6941176470589], [1.0, 697.4901960784313]]}",530252818,"{type=[[0.0, 1119.1843137254893]]}","{type=[[0.0, 1119.1843137254893]]}","{type=[[0.0, 1119.1843137254893]]}",
00000000000000000097,"{type=[[0.0, 1125.55294117647]]}","{type=[[0.0, 1125.55294117647]]}","{type=[[0.0, 1125.55294117647]]}","{type=[[0.0, 649.7058823529412], [1.0, 475.8470588235294]]}","{type=[[0.0, 649.7058823529412], [1.0, 475.8470588235294]]}","{type=[[0.0, 649.7058823529412], [1.0, 475.8470588235294]]}",530613674,"{type=[[0.0, 1125.55294117647]]}","{type=[[0.0, 1125.55294117647]]}","{type=[[0.0, 1125.55294117647]]}",
00000000000000000098,"{type=[[0.0, 1143.7215686274506]]}","{type=[[0.0, 1143.7215686274506]]}","{type=[[0.0, 1143.7215686274506]]}","{type=[[0.0, 1143.7215686274506]]}","{type=[[0.0, 1143.7215686274506]]}","{type=[[0.0, 1143.7215686274506]]}",531578170,"{type=[[0.0, 1143.7215686274506]]}","{type=[[0.0, 1143.7215686274506]]}","{type=[[0.0, 1143.7215686274506]]}",
00000000000000000099,"{type=[[0.0, 1142.9137254901952]]}","{type=[[0.0, 1142.9137254901952]]}","{type=[[0.0, 1142.9137254901952]]}","{type=[[0.0, 1142.9137254901952]]}","{type=[[0.0, 1142.9137254901952]]}","{type=[[0.0, 1142.9137254901952]]}",531361654,"{type=[[0.0, 1142.9137254901952]]}","{type=[[0.0, 1142.9137254901952]]}","{type=[[0.0, 1142.9137254901952]]}",
0000000000000000009a,"{type=[[0.0, 1138.2313725490194]]}","{type=[[0.0, 1138.2313725490194]]}","{type=[[0.0, 1138.2313725490194]]}","{type=[[0.0, 1138.2313725490194]]}","{type=[[0.0, 1138.2313725490194]]}","{type=[[0.0, 1138.2313725490194]]}",531276355,"{type=[[0.0, 1138.2313725490194]]}","{type=[[0.0, 1138.2313725490194]]}","{type=[[0.0, 1138.2313725490194]]}",
0000000000000000009b,"{type=[[0.0, 1142.9686274509806]]}","{type=[[0.0, 1142.9686274509806]]}","{type=[[0.0, 1142.9686274509806]]}","{type=[[0.0, 1142.9686274509806]]}","{type=[[0.0, 1142.9686274509806]]}","{type=[[0.0, 1142.9686274509806]]}",531597843,"{type=[[0.0, 1142.9686274509806]]}","{type=[[0.0, 1142.9686274509806]]}","{type=[[0.0, 1142.9686274509806]]}",
