system:index,deforestationHistogram 2000-2010,deforestationHistogram 2000-2018,deforestationHistogram 2010-2018,forestHistogram 2000,forestHistogram 2010,forestHistogram 2018,plotID,reforestationHistogram 2000-2010,reforestationHistogram 2000-2018,reforestationHistogram 2010-2018,.geo
000000000000000000f4,"{type=[[0.0, 961.1960784313725], [1.0, 11.0]]}","{type=[[0.0, 961.1960784313725], [1.0, 11.0]]}","{type=[[0.0, 972.1960784313725]]}","{type=[[0.0, 213.65490196078431], [1.0, 758.541176470588]]}","{type=[[0.0, 224.65490196078431], [1.0, 747.541176470588]]}","{type=[[0.0, 224.65490196078431], [1.0, 747.541176470588]]}",523120898,"{type=[[0.0, 972.1960784313725]]}","{type=[[0.0, 972.1960784313725]]}","{type=[[0.0, 972.1960784313725]]}",
000000000000000000f5,"{type=[[0.0, 973.6745098039219]]}","{type=[[0.0, 854.3450980392158], [1.0, 119.32941176470588]]}","{type=[[0.0, 854.3450980392158], [1.0, 119.32941176470588]]}","{type=[[0.0, 222.7607843137255], [1.0, 750.9137254901963]]}","{type=[[0.0, 222.7607843137255], [1.0, 750.9137254901963]]}","{type=[[0.0, 342.09019607843146], [1.0, 631.58431372549]]}",523094662,"{type=[[0.0, 973.6745098039219]]}","{type=[[0.0, 973.6745098039219]]}","{type=[[0.0, 973.6745098039219]]}",
000000000000000000f6,"{type=[[0.0, 969.2039215686273]]}","{type=[[0.0, 969.2039215686273]]}","{type=[[0.0, 969.2039215686273]]}","{type=[[0.0, 947.2823529411763], [1.0, 21.92156862745098]]}","{type=[[0.0, 947.2823529411763], [1.0, 21.92156862745098]]}","{type=[[0.0, 947.2823529411763], [1.0, 21.92156862745098]]}",522989679,"{type=[[0.0, 969.2039215686273]]}","{type=[[0.0, 969.2039215686273]]}","{type=[[0.0, 969.2039215686273]]}",
000000000000000000f7,"{type=[[0.0, 943.5843137254907], [1.0, 29.058823529411764]]}","{type=[[0.0, 883.1450980392161], [1.0, 89.49803921568628]]}","{type=[[0.0, 912.203921568628], [1.0, 60.43921568627451]]}","{type=[[0.0, 221.9294117647059], [1.0, 750.7137254901963]]}","{type=[[0.0, 250.98823529411766], [1.0, 721.6549019607845]]}","{type=[[0.0, 311.42745098039217], [1.0, 661.2156862745101]]}",522950315,"{type=[[0.0, 972.6431372549026]]}","{type=[[0.0, 972.6431372549026]]}","{type=[[0.0, 972.6431372549026]]}",
000000000000000000f8,"{type=[[0.0, 966.513725490196]]}","{type=[[0.0, 964.9294117647056], [1.0, 1.5843137254901962]]}","{type=[[0.0, 964.9294117647056], [1.0, 1.5843137254901962]]}","{type=[[0.0, 500.97647058823526], [1.0, 465.5372549019608]]}","{type=[[0.0, 500.97647058823526], [1.0, 465.5372549019608]]}","{type=[[0.0, 502.56078431372543], [1.0, 463.95294117647063]]}",522799415,"{type=[[0.0, 966.513725490196]]}","{type=[[0.0, 966.513725490196]]}","{type=[[0.0, 966.513725490196]]}",
000000000000000000f9,"{type=[[0.0, 975.7098039215687]]}","{type=[[0.0, 975.7098039215687]]}","{type=[[0.0, 975.7098039215687]]}","{type=[[0.0, 298.67058823529413], [1.0, 677.0392156862746]]}","{type=[[0.0, 298.67058823529413], [1.0, 677.0392156862746]]}","{type=[[0.0, 298.67058823529413], [1.0, 677.0392156862746]]}",523153720,"{type=[[0.0, 975.7098039215687]]}","{type=[[0.0, 975.7098039215687]]}","{type=[[0.0, 975.7098039215687]]}",
000000000000000000fa,"{type=[[0.0, 970.9490196078432], [1.0, 4.0]]}","{type=[[0.0, 970.9490196078432], [1.0, 4.0]]}","{type=[[0.0, 974.9490196078432]]}","{type=[[0.0, 371.0627450980392], [1.0, 603.8862745098039]]}","{type=[[0.0, 375.0627450980393], [1.0, 599.8862745098039]]}","{type=[[0.0, 375.0627450980393], [1.0, 599.8862745098039]]}",523075010,"{type=[[0.0, 974.9490196078432]]}","{type=[[0.0, 974.9490196078432]]}","{type=[[0.0, 974.9490196078432]]}",
000000000000000000fb,"{type=[[0.0, 977.9019607843135]]}","{type=[[0.0, 969.9019607843135], [1.0, 8.0]]}","{type=[[0.0, 969.9019607843135], [1.0, 8.0]]}","{type=[[0.0, 519.8274509803921], [1.0, 458.07450980392156]]}","{type=[[0.0, 519.8274509803921], [1.0, 458.07450980392156]]}","{type=[[0.0, 527.8274509803922], [1.0, 450.07450980392156]]}",523422747,"{type=[[0.0, 977.9019607843135]]}","{type=[[0.0, 977.9019607843135]]}","{type=[[0.0, 977.9019607843135]]}",
000000000000000000fe,"{type=[[0.0, 980.7294117647058]]}","{type=[[0.0, 980.7294117647058]]}","{type=[[0.0, 980.7294117647058]]}","{type=[[0.0, 64.6], [1.0, 916.129411764706]]}","{type=[[0.0, 64.6], [1.0, 916.129411764706]]}","{type=[[0.0, 64.6], [1.0, 916.129411764706]]}",523298073,"{type=[[0.0, 980.7294117647058]]}","{type=[[0.0, 980.7294117647058]]}","{type=[[0.0, 980.7294117647058]]}",
000000000000000000ff,"{type=[[0.0, 978.9803921568625]]}","{type=[[0.0, 978.9803921568625]]}","{type=[[0.0, 978.9803921568625]]}","{type=[[0.0, 254.63921568627447], [1.0, 724.3411764705882]]}","{type=[[0.0, 254.63921568627447], [1.0, 724.3411764705882]]}","{type=[[0.0, 254.63921568627447], [1.0, 724.3411764705882]]}",523271825,"{type=[[0.0, 978.9803921568625]]}","{type=[[0.0, 978.9803921568625]]}","{type=[[0.0, 978.9803921568625]]}",
