system:index,deforestationHistogram 2000-2010,deforestationHistogram 2000-2018,deforestationHistogram 2010-2018,forestHistogram 2000,forestHistogram 2010,forestHistogram 2018,plotID,reforestationHistogram 2000-2010,reforestationHistogram 2000-2018,reforestationHistogram 2010-2018,.geo
00000000000000000234,"{type=[[0.0, 950.1764705882354]]}","{type=[[0.0, 948.1803921568627], [1.0, 1.996078431372549]]}","{type=[[0.0, 948.1803921568627], [1.0, 1.996078431372549]]}","{type=[[0.0, 571.4823529411764], [1.0, 378.6941176470588]]}","{type=[[0.0, 571.4823529411764], [1.0, 378.6941176470588]]}","{type=[[0.0, 573.4784313725489], [1.0, 376.6980392156864]]}",521684057,"{type=[[0.0, 950.1764705882354]]}","{type=[[0.0, 950.1764705882354]]}","{type=[[0.0, 950.1764705882354]]}",
00000000000000000235,"{type=[[0.0, 939.4313725490194]]}","{type=[[0.0, 939.4313725490194]]}","{type=[[0.0, 939.4313725490194]]}","{type=[[0.0, 208.13333333333333], [1.0, 731.2980392156861]]}","{type=[[0.0, 208.13333333333333], [1.0, 731.2980392156861]]}","{type=[[0.0, 208.13333333333333], [1.0, 731.2980392156861]]}",521191982,"{type=[[0.0, 939.4313725490194]]}","{type=[[0.0, 939.4313725490194]]}","{type=[[0.0, 939.4313725490194]]}",
00000000000000000236,"{type=[[0.0, 937.172549019608]]}","{type=[[0.0, 923.172549019608], [1.0, 14.0]]}","{type=[[0.0, 923.172549019608], [1.0, 14.0]]}","{type=[[0.0, 564.4666666666669], [1.0, 372.7058823529413]]}","{type=[[0.0, 564.4666666666669], [1.0, 372.7058823529413]]}","{type=[[0.0, 578.4666666666669], [1.0, 358.7058823529412]]}",521152608,"{type=[[0.0, 937.172549019608]]}","{type=[[0.0, 937.172549019608]]}","{type=[[0.0, 937.172549019608]]}",
00000000000000000237,"{type=[[0.0, 938.6666666666667], [1.0, 1.4549019607843137]]}","{type=[[0.0, 938.6666666666667], [1.0, 1.4549019607843137]]}","{type=[[0.0, 940.121568627451]]}","{type=[[0.0, 699.9215686274514], [1.0, 240.20000000000005]]}","{type=[[0.0, 701.3764705882356], [1.0, 238.74509803921572]]}","{type=[[0.0, 701.3764705882356], [1.0, 238.74509803921572]]}",520936087,"{type=[[0.0, 940.121568627451]]}","{type=[[0.0, 940.121568627451]]}","{type=[[0.0, 940.121568627451]]}",
00000000000000000238,"{type=[[0.0, 945.9333333333336]]}","{type=[[0.0, 932.9333333333336], [1.0, 13.0]]}","{type=[[0.0, 932.9333333333336], [1.0, 13.0]]}","{type=[[0.0, 484.45882352941163], [1.0, 461.4745098039216]]}","{type=[[0.0, 484.45882352941163], [1.0, 461.4745098039216]]}","{type=[[0.0, 497.4588235294116], [1.0, 448.4745098039216]]}",521395366,"{type=[[0.0, 945.9333333333336]]}","{type=[[0.0, 945.9333333333336]]}","{type=[[0.0, 945.9333333333336]]}",
00000000000000000239,"{type=[[0.0, 935.5843137254905]]}","{type=[[0.0, 935.5843137254905]]}","{type=[[0.0, 935.5843137254905]]}","{type=[[0.0, 644.1843137254903], [1.0, 291.4]]}","{type=[[0.0, 644.1843137254903], [1.0, 291.4]]}","{type=[[0.0, 644.1843137254903], [1.0, 291.4]]}",521093542,"{type=[[0.0, 935.5843137254905]]}","{type=[[0.0, 935.5843137254905]]}","{type=[[0.0, 935.5843137254905]]}",
0000000000000000023a,"{type=[[0.0, 939.4392156862747]]}","{type=[[0.0, 939.4392156862747]]}","{type=[[0.0, 939.4392156862747]]}","{type=[[0.0, 893.8784313725492], [1.0, 45.5607843137255]]}","{type=[[0.0, 893.8784313725492], [1.0, 45.5607843137255]]}","{type=[[0.0, 893.8784313725492], [1.0, 45.5607843137255]]}",520739232,"{type=[[0.0, 939.4392156862747]]}","{type=[[0.0, 939.4392156862747]]}","{type=[[0.0, 939.4392156862747]]}",
0000000000000000023b,"{type=[[0.0, 932.3490196078434]]}","{type=[[0.0, 932.3490196078434]]}","{type=[[0.0, 932.3490196078434]]}","{type=[[0.0, 919.1411764705884], [1.0, 13.207843137254901]]}","{type=[[0.0, 919.1411764705884], [1.0, 13.207843137254901]]}","{type=[[0.0, 919.1411764705884], [1.0, 13.207843137254901]]}",520706433,"{type=[[0.0, 932.3490196078434]]}","{type=[[0.0, 932.3490196078434]]}","{type=[[0.0, 932.3490196078434]]}",
0000000000000000023c,"{type=[[0.0, 930.901960784314], [1.0, 4.0]]}","{type=[[0.0, 930.709803921569], [1.0, 4.192156862745098]]}","{type=[[0.0, 934.7098039215689], [1.0, 0.19215686274509805]]}","{type=[[0.0, 538.6823529411765], [1.0, 396.2196078431371]]}","{type=[[0.0, 542.6823529411765], [1.0, 392.2196078431371]]}","{type=[[0.0, 542.8745098039217], [1.0, 392.027450980392]]}",520719561,"{type=[[0.0, 934.9019607843142]]}","{type=[[0.0, 934.9019607843142]]}","{type=[[0.0, 934.9019607843142]]}",
0000000000000000023d,"{type=[[0.0, 933.0313725490197]]}","{type=[[0.0, 931.0313725490197], [1.0, 2.0]]}","{type=[[0.0, 931.0313725490197], [1.0, 2.0]]}","{type=[[0.0, 464.24705882352947], [1.0, 468.7843137254902]]}","{type=[[0.0, 464.24705882352947], [1.0, 468.7843137254902]]}","{type=[[0.0, 466.24705882352947], [1.0, 466.7843137254902]]}",520883575,"{type=[[0.0, 933.0313725490197]]}","{type=[[0.0, 933.0313725490197]]}","{type=[[0.0, 933.0313725490197]]}",
0000000000000000023e,"{type=[[0.0, 933.9607843137258]]}","{type=[[0.0, 920.2980392156865], [1.0, 13.662745098039217]]}","{type=[[0.0, 920.2980392156865], [1.0, 13.662745098039217]]}","{type=[[0.0, 563.2901960784314], [1.0, 370.67058823529413]]}","{type=[[0.0, 563.2901960784314], [1.0, 370.67058823529413]]}","{type=[[0.0, 576.9529411764706], [1.0, 357.0078431372549]]}",520804857,"{type=[[0.0, 933.9607843137258]]}","{type=[[0.0, 933.9607843137258]]}","{type=[[0.0, 933.9607843137258]]}",
0000000000000000023f,"{type=[[0.0, 933.9294117647056]]}","{type=[[0.0, 919.9294117647057], [1.0, 14.0]]}","{type=[[0.0, 919.9294117647057], [1.0, 14.0]]}","{type=[[0.0, 866.9686274509802], [1.0, 66.9607843137255]]}","{type=[[0.0, 866.9686274509802], [1.0, 66.9607843137255]]}","{type=[[0.0, 880.9686274509801], [1.0, 52.9607843137255]]}",520804863,"{type=[[0.0, 933.9294117647056]]}","{type=[[0.0, 933.9294117647056]]}","{type=[[0.0, 933.9294117647056]]}",
00000000000000000240,"{type=[[0.0, 935.0823529411767]]}","{type=[[0.0, 929.0823529411767], [1.0, 6.0]]}","{type=[[0.0, 929.0823529411767], [1.0, 6.0]]}","{type=[[0.0, 864.2000000000002], [1.0, 70.88235294117649]]}","{type=[[0.0, 864.2000000000002], [1.0, 70.88235294117649]]}","{type=[[0.0, 870.2000000000002], [1.0, 64.88235294117648]]}",520758938,"{type=[[0.0, 935.0823529411767]]}","{type=[[0.0, 935.0823529411767]]}","{type=[[0.0, 935.0823529411767]]}",
00000000000000000241,"{type=[[0.0, 933.0588235294118]]}","{type=[[0.0, 909.7098039215687], [1.0, 23.349019607843136]]}","{type=[[0.0, 909.7098039215687], [1.0, 23.349019607843136]]}","{type=[[0.0, 843.7058823529412], [1.0, 89.35294117647058]]}","{type=[[0.0, 843.7058823529412], [1.0, 89.35294117647058]]}","{type=[[0.0, 797.2235294117647], [1.0, 135.83529411764707]]}",520608029,"{type=[[0.0, 933.0588235294118]]}","{type=[[0.0, 863.2274509803922], [1.0, 69.83137254901962]]}","{type=[[0.0, 863.2274509803922], [1.0, 69.83137254901962]]}",
00000000000000000242,"{type=[[0.0, 936.2039215686278]]}","{type=[[0.0, 891.6588235294121], [1.0, 44.545098039215695]]}","{type=[[0.0, 891.6588235294121], [1.0, 44.545098039215695]]}","{type=[[0.0, 758.8470588235296], [1.0, 177.35686274509803]]}","{type=[[0.0, 758.8470588235296], [1.0, 177.35686274509803]]}","{type=[[0.0, 796.8941176470591], [1.0, 139.30980392156863]]}",520686767,"{type=[[0.0, 936.2039215686278]]}","{type=[[0.0, 929.7058823529414], [1.0, 6.4980392156862745]]}","{type=[[0.0, 929.7058823529414], [1.0, 6.4980392156862745]]}",
00000000000000000243,"{type=[[0.0, 930.6039215686276]]}","{type=[[0.0, 930.6039215686276]]}","{type=[[0.0, 930.6039215686276]]}","{type=[[0.0, 930.0980392156864], [1.0, 0.5058823529411764]]}","{type=[[0.0, 930.0980392156864], [1.0, 0.5058823529411764]]}","{type=[[0.0, 930.0980392156864], [1.0, 0.5058823529411764]]}",520483365,"{type=[[0.0, 930.6039215686276]]}","{type=[[0.0, 930.6039215686276]]}","{type=[[0.0, 930.6039215686276]]}",
00000000000000000244,"{type=[[0.0, 911.2784313725487], [1.0, 22.0]]}","{type=[[0.0, 911.2784313725487], [1.0, 22.0]]}","{type=[[0.0, 933.2784313725488]]}","{type=[[0.0, 431.9333333333334], [1.0, 501.3450980392157]]}","{type=[[0.0, 453.9333333333334], [1.0, 479.3450980392157]]}","{type=[[0.0, 453.5137254901961], [1.0, 479.764705882353]]}",520562096,"{type=[[0.0, 933.2784313725488]]}","{type=[[0.0, 932.8588235294116], [1.0, 0.4196078431372549]]}","{type=[[0.0, 932.8588235294116], [1.0, 0.4196078431372549]]}",
00000000000000000245,"{type=[[0.0, 933.0156862745099]]}","{type=[[0.0, 860.3686274509804], [1.0, 72.6470588235294]]}","{type=[[0.0, 860.3686274509804], [1.0, 72.6470588235294]]}","{type=[[0.0, 489.12941176470594], [1.0, 443.88627450980385]]}","{type=[[0.0, 489.12941176470594], [1.0, 443.88627450980385]]}","{type=[[0.0, 561.7764705882354], [1.0, 371.2392156862745]]}",520581781,"{type=[[0.0, 933.0156862745099]]}","{type=[[0.0, 933.0156862745099]]}","{type=[[0.0, 933.0156862745099]]}",
00000000000000000246,"{type=[[0.0, 930.4039215686273]]}","{type=[[0.0, 918.8549019607841], [1.0, 11.549019607843137]]}","{type=[[0.0, 918.8549019607841], [1.0, 11.549019607843137]]}","{type=[[0.0, 801.1725490196079], [1.0, 129.2313725490196]]}","{type=[[0.0, 801.1725490196079], [1.0, 129.2313725490196]]}","{type=[[0.0, 812.721568627451], [1.0, 117.6823529411765]]}",520489908,"{type=[[0.0, 930.4039215686273]]}","{type=[[0.0, 930.4039215686273]]}","{type=[[0.0, 930.4039215686273]]}",
00000000000000000247,"{type=[[0.0, 935.2941176470591]]}","{type=[[0.0, 935.2941176470591]]}","{type=[[0.0, 935.2941176470591]]}","{type=[[0.0, 692.4980392156863], [1.0, 242.7960784313725]]}","{type=[[0.0, 692.4980392156863], [1.0, 242.7960784313725]]}","{type=[[0.0, 692.4980392156863], [1.0, 242.7960784313725]]}",520424293,"{type=[[0.0, 935.2941176470591]]}","{type=[[0.0, 935.2941176470591]]}","{type=[[0.0, 935.2941176470591]]}",
00000000000000000248,"{type=[[0.0, 934.050980392157]]}","{type=[[0.0, 932.0509803921568], [1.0, 2.0]]}","{type=[[0.0, 932.0509803921568], [1.0, 2.0]]}","{type=[[0.0, 903.1372549019611], [1.0, 30.913725490196082]]}","{type=[[0.0, 903.1372549019611], [1.0, 30.913725490196082]]}","{type=[[0.0, 905.1372549019611], [1.0, 28.913725490196082]]}",520457096,"{type=[[0.0, 934.050980392157]]}","{type=[[0.0, 934.050980392157]]}","{type=[[0.0, 934.050980392157]]}",
00000000000000000249,"{type=[[0.0, 922.9411764705886], [1.0, 2.0]]}","{type=[[0.0, 892.9411764705885], [1.0, 32.0]]}","{type=[[0.0, 894.9411764705885], [1.0, 30.0]]}","{type=[[0.0, 524.1058823529414], [1.0, 400.83529411764715]]}","{type=[[0.0, 526.1058823529414], [1.0, 398.83529411764715]]}","{type=[[0.0, 556.1058823529414], [1.0, 368.83529411764727]]}",520115953,"{type=[[0.0, 924.9411764705886]]}","{type=[[0.0, 924.9411764705886]]}","{type=[[0.0, 924.9411764705886]]}",
0000000000000000024a,"{type=[[0.0, 934.0784313725487]]}","{type=[[0.0, 878.8588235294116], [1.0, 55.21960784313726]]}","{type=[[0.0, 878.8588235294116], [1.0, 55.21960784313726]]}","{type=[[0.0, 859.1568627450979], [1.0, 74.921568627451]]}","{type=[[0.0, 859.1568627450979], [1.0, 74.921568627451]]}","{type=[[0.0, 914.376470588235], [1.0, 19.701960784313727]]}",520739258,"{type=[[0.0, 934.0784313725487]]}","{type=[[0.0, 934.0784313725487]]}","{type=[[0.0, 934.0784313725487]]}",
0000000000000000027f,"{type=[[0.0, 928.6509803921566]]}","{type=[[0.0, 928.6509803921566]]}","{type=[[0.0, 928.6509803921566]]}","{type=[[0.0, 834.4235294117644], [1.0, 94.22745098039215]]}","{type=[[0.0, 834.4235294117644], [1.0, 94.22745098039215]]}","{type=[[0.0, 834.4235294117644], [1.0, 94.22745098039215]]}",520522526,"{type=[[0.0, 928.6509803921566]]}","{type=[[0.0, 928.6509803921566]]}","{type=[[0.0, 928.6509803921566]]}",
0000000000000000028b,"{type=[[0.0, 924.5607843137253]]}","{type=[[0.0, 924.5607843137253]]}","{type=[[0.0, 924.5607843137253]]}","{type=[[0.0, 863.0862745098037], [1.0, 61.47450980392156]]}","{type=[[0.0, 863.0862745098037], [1.0, 61.47450980392156]]}","{type=[[0.0, 863.0862745098037], [1.0, 61.47450980392156]]}",520069860,"{type=[[0.0, 924.5607843137253]]}","{type=[[0.0, 924.5607843137253]]}","{type=[[0.0, 924.5607843137253]]}",
0000000000000000028e,"{type=[[0.0, 838.3137254901961], [1.0, 84.61960784313726]]}","{type=[[0.0, 775.4000000000001], [1.0, 147.53333333333333]]}","{type=[[0.0, 860.0196078431374], [1.0, 62.913725490196086]]}","{type=[[0.0, 285.4156862745098], [1.0, 637.5176470588234]]}","{type=[[0.0, 370.0352941176471], [1.0, 552.8980392156861]]}","{type=[[0.0, 432.9490196078432], [1.0, 489.9843137254901]]}",519951783,"{type=[[0.0, 922.9333333333332]]}","{type=[[0.0, 922.9333333333332]]}","{type=[[0.0, 922.9333333333332]]}",
