system:index,deforestationHistogram 2000-2010,deforestationHistogram 2000-2018,deforestationHistogram 2010-2018,forestHistogram 2000,forestHistogram 2010,forestHistogram 2018,plotID,reforestationHistogram 2000-2010,reforestationHistogram 2000-2018,reforestationHistogram 2010-2018,.geo
0000000000000000020d,"{type=[[0.0, 886.3803921568629]]}","{type=[[0.0, 884.3803921568627], [1.0, 2.0]]}","{type=[[0.0, 884.3803921568627], [1.0, 2.0]]}","{type=[[0.0, 544.0078431372549], [1.0, 342.37254901960785]]}","{type=[[0.0, 544.0078431372549], [1.0, 342.37254901960785]]}","{type=[[0.0, 546.0078431372549], [1.0, 340.37254901960785]]}",518088655,"{type=[[0.0, 886.3803921568629]]}","{type=[[0.0, 886.3803921568629]]}","{type=[[0.0, 886.3803921568629]]}",
0000000000000000020e,"{type=[[0.0, 883.1176470588235]]}","{type=[[0.0, 880.0509803921567], [1.0, 3.066666666666667]]}","{type=[[0.0, 880.0509803921567], [1.0, 3.066666666666667]]}","{type=[[0.0, 347.34509803921566], [1.0, 535.7725490196077]]}","{type=[[0.0, 347.34509803921566], [1.0, 535.7725490196077]]}","{type=[[0.0, 350.41176470588226], [1.0, 532.7058823529411]]}",517832767,"{type=[[0.0, 883.1176470588235]]}","{type=[[0.0, 883.1176470588235]]}","{type=[[0.0, 883.1176470588235]]}",
0000000000000000020f,"{type=[[0.0, 893.0470588235294]]}","{type=[[0.0, 893.0470588235294]]}","{type=[[0.0, 893.0470588235294]]}","{type=[[0.0, 845.1294117647059], [1.0, 47.917647058823526]]}","{type=[[0.0, 845.1294117647059], [1.0, 47.917647058823526]]}","{type=[[0.0, 845.1294117647059], [1.0, 47.917647058823526]]}",518180525,"{type=[[0.0, 893.0470588235294]]}","{type=[[0.0, 893.0470588235294]]}","{type=[[0.0, 893.0470588235294]]}",
00000000000000000210,"{type=[[0.0, 864.890196078431], [1.0, 28.101960784313725]]}","{type=[[0.0, 860.054901960784], [1.0, 32.937254901960785]]}","{type=[[0.0, 888.1568627450979], [1.0, 4.835294117647059]]}","{type=[[0.0, 540.7372549019606], [1.0, 352.25490196078425]]}","{type=[[0.0, 568.8392156862744], [1.0, 324.1529411764705]]}","{type=[[0.0, 573.6745098039214], [1.0, 319.31764705882347]]}",518233017,"{type=[[0.0, 892.992156862745]]}","{type=[[0.0, 892.992156862745]]}","{type=[[0.0, 892.992156862745]]}",
00000000000000000211,"{type=[[0.0, 877.8392156862743], [1.0, 12.933333333333334]]}","{type=[[0.0, 863.4078431372548], [1.0, 27.364705882352936]]}","{type=[[0.0, 876.3411764705883], [1.0, 14.431372549019608]]}","{type=[[0.0, 350.19607843137254], [1.0, 540.5764705882352]]}","{type=[[0.0, 363.1294117647059], [1.0, 527.6431372549018]]}","{type=[[0.0, 377.5607843137255], [1.0, 513.2117647058823]]}",518114917,"{type=[[0.0, 890.7725490196078]]}","{type=[[0.0, 890.7725490196078]]}","{type=[[0.0, 890.7725490196078]]}",
00000000000000000212,"{type=[[0.0, 891.8235294117644]]}","{type=[[0.0, 891.8235294117644]]}","{type=[[0.0, 891.8235294117644]]}","{type=[[0.0, 22.57254901960784], [1.0, 869.2509803921565]]}","{type=[[0.0, 22.57254901960784], [1.0, 869.2509803921565]]}","{type=[[0.0, 22.57254901960784], [1.0, 869.2509803921565]]}",518160857,"{type=[[0.0, 891.8235294117644]]}","{type=[[0.0, 891.8235294117644]]}","{type=[[0.0, 891.8235294117644]]}",
00000000000000000213,"{type=[[0.0, 894.7764705882352], [1.0, 2.0]]}","{type=[[0.0, 894.7764705882352], [1.0, 2.0]]}","{type=[[0.0, 896.7764705882355]]}","{type=[[0.0, 259.4313725490196], [1.0, 637.3450980392155]]}","{type=[[0.0, 261.4313725490196], [1.0, 635.3450980392155]]}","{type=[[0.0, 261.4313725490196], [1.0, 635.3450980392155]]}",518351122,"{type=[[0.0, 896.7764705882355]]}","{type=[[0.0, 896.7764705882355]]}","{type=[[0.0, 896.7764705882355]]}",
00000000000000000214,"{type=[[0.0, 868.2117647058825], [1.0, 28.0]]}","{type=[[0.0, 868.2117647058825], [1.0, 28.0]]}","{type=[[0.0, 896.2117647058825]]}","{type=[[0.0, 258.9294117647059], [1.0, 637.2823529411766]]}","{type=[[0.0, 286.9294117647059], [1.0, 609.2823529411764]]}","{type=[[0.0, 286.9294117647059], [1.0, 609.2823529411764]]}",518508585,"{type=[[0.0, 896.2117647058825]]}","{type=[[0.0, 896.2117647058825]]}","{type=[[0.0, 896.2117647058825]]}",
00000000000000000215,"{type=[[0.0, 899.1803921568627]]}","{type=[[0.0, 899.1803921568627]]}","{type=[[0.0, 899.1803921568627]]}","{type=[[0.0, 303.68627450980387], [1.0, 595.4941176470587]]}","{type=[[0.0, 303.68627450980387], [1.0, 595.4941176470587]]}","{type=[[0.0, 303.68627450980387], [1.0, 595.4941176470587]]}",518626680,"{type=[[0.0, 899.1803921568627]]}","{type=[[0.0, 899.1803921568627]]}","{type=[[0.0, 899.1803921568627]]}",
00000000000000000216,"{type=[[0.0, 895.2392156862745], [1.0, 5.56078431372549]]}","{type=[[0.0, 868.501960784314], [1.0, 32.29803921568627]]}","{type=[[0.0, 874.0627450980394], [1.0, 26.73725490196079]]}","{type=[[0.0, 175.12941176470588], [1.0, 725.6705882352943]]}","{type=[[0.0, 180.69019607843137], [1.0, 720.1098039215688]]}","{type=[[0.0, 207.42745098039217], [1.0, 693.372549019608]]}",518790738,"{type=[[0.0, 900.8000000000001]]}","{type=[[0.0, 900.8000000000001]]}","{type=[[0.0, 900.8000000000001]]}",
00000000000000000217,"{type=[[0.0, 898.427450980392]]}","{type=[[0.0, 881.3999999999999], [1.0, 17.027450980392153]]}","{type=[[0.0, 881.3999999999999], [1.0, 17.027450980392153]]}","{type=[[0.0, 582.0235294117646], [1.0, 316.40392156862754]]}","{type=[[0.0, 582.0235294117646], [1.0, 316.40392156862754]]}","{type=[[0.0, 599.0509803921567], [1.0, 299.37647058823535]]}",518672646,"{type=[[0.0, 898.427450980392]]}","{type=[[0.0, 898.427450980392]]}","{type=[[0.0, 898.427450980392]]}",
00000000000000000218,"{type=[[0.0, 897.960784313726]]}","{type=[[0.0, 897.960784313726]]}","{type=[[0.0, 897.960784313726]]}","{type=[[0.0, 897.960784313726]]}","{type=[[0.0, 897.960784313726]]}","{type=[[0.0, 897.960784313726]]}",518502050,"{type=[[0.0, 897.960784313726]]}","{type=[[0.0, 897.960784313726]]}","{type=[[0.0, 897.960784313726]]}",
00000000000000000000,"{type=[[0.0, 728.3372549019608], [1.0, 182.0]]}","{type=[[0.0, 728.3372549019608], [1.0, 182.0]]}","{type=[[0.0, 910.337254901961]]}","{type=[[0.0, 89.86666666666667], [1.0, 820.4705882352941]]}","{type=[[0.0, 271.8666666666667], [1.0, 638.470588235294]]}","{type=[[0.0, 271.8666666666667], [1.0, 638.470588235294]]}",519335266,"{type=[[0.0, 910.337254901961]]}","{type=[[0.0, 910.337254901961]]}","{type=[[0.0, 910.337254901961]]}",
00000000000000000001,"{type=[[0.0, 915.5764705882353]]}","{type=[[0.0, 915.5764705882353]]}","{type=[[0.0, 915.5764705882353]]}","{type=[[0.0, 480.5686274509804], [1.0, 435.00784313725495]]}","{type=[[0.0, 480.5686274509804], [1.0, 435.00784313725495]]}","{type=[[0.0, 480.5686274509804], [1.0, 435.00784313725495]]}",519630514,"{type=[[0.0, 915.5764705882353]]}","{type=[[0.0, 915.5764705882353]]}","{type=[[0.0, 915.5764705882353]]}",
00000000000000000002,"{type=[[0.0, 924.2274509803925]]}","{type=[[0.0, 924.2274509803925]]}","{type=[[0.0, 924.2274509803925]]}","{type=[[0.0, 673.2039215686278], [1.0, 251.0235294117647]]}","{type=[[0.0, 673.2039215686278], [1.0, 251.0235294117647]]}","{type=[[0.0, 673.2039215686278], [1.0, 251.0235294117647]]}",520122608,"{type=[[0.0, 924.2274509803925]]}","{type=[[0.0, 924.2274509803925]]}","{type=[[0.0, 924.2274509803925]]}",
00000000000000000003,"{type=[[0.0, 920.5607843137257]]}","{type=[[0.0, 918.5607843137254], [1.0, 2.0]]}","{type=[[0.0, 918.5607843137254], [1.0, 2.0]]}","{type=[[0.0, 588.7019607843138], [1.0, 331.8588235294117]]}","{type=[[0.0, 588.7019607843138], [1.0, 331.8588235294117]]}","{type=[[0.0, 590.7019607843138], [1.0, 329.8588235294117]]}",520129173,"{type=[[0.0, 920.5607843137257]]}","{type=[[0.0, 920.5607843137257]]}","{type=[[0.0, 920.5607843137257]]}",
00000000000000000004,"{type=[[0.0, 903.7450980392159], [1.0, 7.0]]}","{type=[[0.0, 903.7450980392159], [1.0, 7.0]]}","{type=[[0.0, 910.7450980392159]]}","{type=[[0.0, 283.3176470588235], [1.0, 627.4274509803921]]}","{type=[[0.0, 290.3176470588235], [1.0, 620.4274509803921]]}","{type=[[0.0, 290.3176470588235], [1.0, 620.4274509803921]]}",519617412,"{type=[[0.0, 910.7450980392159]]}","{type=[[0.0, 910.7450980392159]]}","{type=[[0.0, 910.7450980392159]]}",
00000000000000000005,"{type=[[0.0, 904.9294117647061], [1.0, 7.0]]}","{type=[[0.0, 904.9294117647061], [1.0, 7.0]]}","{type=[[0.0, 911.9294117647062]]}","{type=[[0.0, 242.45098039215688], [1.0, 669.4784313725492]]}","{type=[[0.0, 249.45098039215688], [1.0, 662.4784313725492]]}","{type=[[0.0, 249.45098039215688], [1.0, 662.4784313725492]]}",519702714,"{type=[[0.0, 911.9294117647062]]}","{type=[[0.0, 911.9294117647062]]}","{type=[[0.0, 911.9294117647062]]}",
00000000000000000006,"{type=[[0.0, 919.7882352941177]]}","{type=[[0.0, 915.7882352941177], [1.0, 4.0]]}","{type=[[0.0, 916.7882352941177], [1.0, 4.0]]}","{type=[[0.0, 94.86274509803923], [1.0, 824.9254901960785]]}","{type=[[0.0, 94.86274509803923], [1.0, 825.9254901960785]]}","{type=[[0.0, 98.86274509803923], [1.0, 821.9254901960785]]}",519912685,"{type=[[0.0, 919.7882352941177]]}","{type=[[0.0, 919.7882352941177]]}","{type=[[0.0, 920.7882352941177]]}",
00000000000000000007,"{type=[[0.0, 914.7176470588239]]}","{type=[[0.0, 914.7176470588239]]}","{type=[[0.0, 914.7176470588239]]}","{type=[[1.0, 914.7176470588239]]}","{type=[[1.0, 914.7176470588239]]}","{type=[[1.0, 914.7176470588239]]}",519709286,"{type=[[0.0, 914.7176470588239]]}","{type=[[0.0, 914.7176470588239]]}","{type=[[0.0, 914.7176470588239]]}",
00000000000000000008,"{type=[[0.0, 920.1058823529412]]}","{type=[[0.0, 920.1058823529412]]}","{type=[[0.0, 920.1058823529412]]}","{type=[[0.0, 594.6941176470588], [1.0, 325.41176470588226]]}","{type=[[0.0, 594.6941176470588], [1.0, 325.41176470588226]]}","{type=[[0.0, 594.6941176470588], [1.0, 325.41176470588226]]}",519833963,"{type=[[0.0, 920.1058823529412]]}","{type=[[0.0, 920.1058823529412]]}","{type=[[0.0, 920.1058823529412]]}",
00000000000000000009,"{type=[[0.0, 915.5137254901963]]}","{type=[[0.0, 915.5137254901963]]}","{type=[[0.0, 915.5137254901963]]}","{type=[[0.0, 911.5137254901964], [1.0, 4.0]]}","{type=[[0.0, 911.5137254901964], [1.0, 4.0]]}","{type=[[0.0, 911.5137254901964], [1.0, 4.0]]}",519866776,"{type=[[0.0, 915.5137254901963]]}","{type=[[0.0, 915.5137254901963]]}","{type=[[0.0, 915.5137254901963]]}",
0000000000000000000a,"{type=[[0.0, 742.1372549019605]]}","{type=[[0.0, 742.1372549019605]]}","{type=[[0.0, 920.7411764705879]]}","{type=[[0.0, 376.0862745098039], [1.0, 366.0509803921569]]}","{type=[[0.0, 385.33725490196076], [1.0, 535.4039215686275]]}","{type=[[0.0, 385.33725490196076], [1.0, 535.4039215686275]]}",519978296,"{type=[[0.0, 742.1372549019605]]}","{type=[[0.0, 742.1372549019605]]}","{type=[[0.0, 920.7411764705879]]}",
00000000000000000013,"{type=[[0.0, 919.7843137254902]]}","{type=[[0.0, 919.7843137254902]]}","{type=[[0.0, 919.7843137254902]]}","{type=[[0.0, 318.1882352941176], [1.0, 601.5960784313727]]}","{type=[[0.0, 318.1882352941176], [1.0, 601.5960784313727]]}","{type=[[0.0, 318.1882352941176], [1.0, 601.5960784313727]]}",520096355,"{type=[[0.0, 919.7843137254902]]}","{type=[[0.0, 919.7843137254902]]}","{type=[[0.0, 919.7843137254902]]}",
00000000000000000014,"{type=[[0.0, 895.7607843137257], [1.0, 27.0]]}","{type=[[0.0, 891.7607843137257], [1.0, 31.0]]}","{type=[[0.0, 918.7607843137257], [1.0, 4.0]]}","{type=[[0.0, 310.4392156862745], [1.0, 612.321568627451]]}","{type=[[0.0, 337.4392156862745], [1.0, 585.321568627451]]}","{type=[[0.0, 341.4392156862745], [1.0, 581.321568627451]]}",520148836,"{type=[[0.0, 922.7607843137257]]}","{type=[[0.0, 922.7607843137257]]}","{type=[[0.0, 922.7607843137257]]}",
00000000000000000016,"{type=[[0.0, 924.7960784313725]]}","{type=[[0.0, 912.7960784313725], [1.0, 12.0]]}","{type=[[0.0, 912.7960784313725], [1.0, 12.0]]}","{type=[[0.0, 657.8117647058824], [1.0, 266.98431372549027]]}","{type=[[0.0, 657.8117647058824], [1.0, 266.98431372549027]]}","{type=[[0.0, 669.8117647058824], [1.0, 254.98431372549027]]}",520161952,"{type=[[0.0, 924.7960784313725]]}","{type=[[0.0, 924.7960784313725]]}","{type=[[0.0, 924.7960784313725]]}",
0000000000000000001a,"{type=[[0.0, 912.9098039215686], [1.0, 2.8156862745098037]]}","{type=[[0.0, 889.2901960784313], [1.0, 26.435294117647054]]}","{type=[[0.0, 892.1058823529412], [1.0, 23.619607843137253]]}","{type=[[0.0, 584.8627450980393], [1.0, 330.8627450980391]]}","{type=[[0.0, 587.6784313725491], [1.0, 328.04705882352937]]}","{type=[[0.0, 611.2980392156863], [1.0, 304.42745098039205]]}",519787962,"{type=[[0.0, 915.7254901960783]]}","{type=[[0.0, 915.7254901960783]]}","{type=[[0.0, 915.7254901960783]]}",
0000000000000000001b,"{type=[[0.0, 909.7686274509805]]}","{type=[[0.0, 887.7725490196079], [1.0, 21.996078431372553]]}","{type=[[0.0, 887.7725490196079], [1.0, 21.996078431372553]]}","{type=[[0.0, 116.67843137254906], [1.0, 793.0901960784313]]}","{type=[[0.0, 116.67843137254906], [1.0, 793.0901960784313]]}","{type=[[0.0, 138.6745098039216], [1.0, 771.0941176470587]]}",519263071,"{type=[[0.0, 909.7686274509805]]}","{type=[[0.0, 909.7686274509805]]}","{type=[[0.0, 909.7686274509805]]}",
0000000000000000001c,"{type=[[0.0, 912.0196078431372]]}","{type=[[0.0, 904.0196078431372], [1.0, 8.0]]}","{type=[[0.0, 904.0196078431372], [1.0, 8.0]]}","{type=[[0.0, 158.5764705882353], [1.0, 753.4431372549018]]}","{type=[[0.0, 158.5764705882353], [1.0, 753.4431372549018]]}","{type=[[0.0, 166.5764705882353], [1.0, 745.4431372549018]]}",519328665,"{type=[[0.0, 912.0196078431372]]}","{type=[[0.0, 912.0196078431372]]}","{type=[[0.0, 912.0196078431372]]}",
0000000000000000001d,"{type=[[0.0, 908.2980392156869], [1.0, 1.2431372549019608]]}","{type=[[0.0, 895.2980392156868], [1.0, 14.24313725490196]]}","{type=[[0.0, 896.5411764705888], [1.0, 13.0]]}","{type=[[0.0, 96.40392156862745], [1.0, 813.1372549019613]]}","{type=[[0.0, 97.64705882352942], [1.0, 811.8941176470594]]}","{type=[[0.0, 110.64705882352942], [1.0, 798.8941176470593]]}",519335222,"{type=[[0.0, 909.5411764705889]]}","{type=[[0.0, 909.5411764705889]]}","{type=[[0.0, 909.5411764705889]]}",
0000000000000000001e,"{type=[[0.0, 914.1137254901961]]}","{type=[[0.0, 914.1137254901961]]}","{type=[[0.0, 914.1137254901961]]}","{type=[[0.0, 631.8392156862744], [1.0, 282.27450980392155]]}","{type=[[0.0, 631.8392156862744], [1.0, 282.27450980392155]]}","{type=[[0.0, 631.8392156862744], [1.0, 282.27450980392155]]}",519394260,"{type=[[0.0, 914.1137254901961]]}","{type=[[0.0, 914.1137254901961]]}","{type=[[0.0, 914.1137254901961]]}",
0000000000000000001f,"{type=[[0.0, 911.5568627450984]]}","{type=[[0.0, 909.5568627450982], [1.0, 2.0]]}","{type=[[0.0, 909.5568627450982], [1.0, 2.0]]}","{type=[[0.0, 81.67058823529415], [1.0, 829.8862745098041]]}","{type=[[0.0, 81.67058823529415], [1.0, 829.8862745098041]]}","{type=[[0.0, 83.67058823529415], [1.0, 827.8862745098041]]}",519177749,"{type=[[0.0, 911.5568627450984]]}","{type=[[0.0, 911.5568627450984]]}","{type=[[0.0, 911.5568627450984]]}",
00000000000000000020,"{type=[[0.0, 883.1529411764706]]}","{type=[[0.0, 882.1529411764706], [1.0, 1.0]]}","{type=[[0.0, 882.1529411764706], [1.0, 1.0]]}","{type=[[0.0, 519.8549019607843], [1.0, 363.2980392156864]]}","{type=[[0.0, 519.8549019607843], [1.0, 363.2980392156864]]}","{type=[[0.0, 520.8549019607843], [1.0, 362.2980392156864]]}",517406233,"{type=[[0.0, 883.1529411764706]]}","{type=[[0.0, 883.1529411764706]]}","{type=[[0.0, 883.1529411764706]]}",
00000000000000000021,"{type=[[0.0, 889.0431372549018]]}","{type=[[0.0, 889.0431372549018]]}","{type=[[0.0, 889.0431372549018]]}","{type=[[0.0, 389.8156862745098], [1.0, 499.22745098039223]]}","{type=[[0.0, 389.8156862745098], [1.0, 499.22745098039223]]}","{type=[[0.0, 389.8156862745098], [1.0, 499.22745098039223]]}",517609637,"{type=[[0.0, 889.0431372549018]]}","{type=[[0.0, 889.0431372549018]]}","{type=[[0.0, 889.0431372549018]]}",
0000000000000000005b,"{type=[[0.0, 899.8666666666661]]}","{type=[[0.0, 897.8666666666667], [1.0, 2.0]]}","{type=[[0.0, 897.8666666666667], [1.0, 2.0]]}","{type=[[0.0, 742.243137254902], [1.0, 157.62352941176468]]}","{type=[[0.0, 742.243137254902], [1.0, 157.62352941176468]]}","{type=[[0.0, 744.2431372549019], [1.0, 155.62352941176468]]}",518436330,"{type=[[0.0, 899.8666666666661]]}","{type=[[0.0, 899.8666666666661]]}","{type=[[0.0, 899.8666666666661]]}",
0000000000000000005c,"{type=[[0.0, 923.3098039215685]]}","{type=[[0.0, 913.2588235294116], [1.0, 10.050980392156863]]}","{type=[[0.0, 913.2588235294116], [1.0, 10.050980392156863]]}","{type=[[0.0, 290.37254901960785], [1.0, 632.9372549019607]]}","{type=[[0.0, 290.37254901960785], [1.0, 632.9372549019607]]}","{type=[[0.0, 300.4235294117647], [1.0, 622.8862745098039]]}",519958512,"{type=[[0.0, 923.3098039215685]]}","{type=[[0.0, 923.3098039215685]]}","{type=[[0.0, 923.3098039215685]]}",
0000000000000000005d,"{type=[[0.0, 901.5647058823524], [1.0, 2.4980392156862745]]}","{type=[[0.0, 837.5294117647055], [1.0, 66.53333333333333]]}","{type=[[0.0, 840.0274509803918], [1.0, 64.03529411764706]]}","{type=[[0.0, 233.22745098039218], [1.0, 670.8352941176466]]}","{type=[[0.0, 235.72549019607845], [1.0, 668.3372549019604]]}","{type=[[0.0, 299.7607843137254], [1.0, 604.3019607843135]]}",518790623,"{type=[[0.0, 904.0627450980387]]}","{type=[[0.0, 904.0627450980387]]}","{type=[[0.0, 904.0627450980387]]}",
0000000000000000005e,"{type=[[0.0, 922.6941176470591]]}","{type=[[0.0, 922.6941176470591]]}","{type=[[0.0, 922.6941176470591]]}","{type=[[0.0, 180.50588235294117], [1.0, 742.1882352941178]]}","{type=[[0.0, 180.50588235294117], [1.0, 742.1882352941178]]}","{type=[[0.0, 180.50588235294117], [1.0, 742.1882352941178]]}",520063477,"{type=[[0.0, 922.6941176470591]]}","{type=[[0.0, 922.6941176470591]]}","{type=[[0.0, 922.6941176470591]]}",
0000000000000000005f,"{type=[[0.0, 851.2627450980392], [1.0, 49.090196078431376]]}","{type=[[0.0, 804.2627450980394], [1.0, 96.09019607843138]]}","{type=[[0.0, 853.3529411764707], [1.0, 47.0]]}","{type=[[0.0, 694.6627450980393], [1.0, 205.69019607843137]]}","{type=[[0.0, 743.7529411764707], [1.0, 156.6]]}","{type=[[0.0, 790.7529411764706], [1.0, 109.60000000000001]]}",518383835,"{type=[[0.0, 900.3529411764707]]}","{type=[[0.0, 900.3529411764707]]}","{type=[[0.0, 900.3529411764707]]}",
00000000000000000060,"{type=[[0.0, 887.6039215686276]]}","{type=[[0.0, 783.7803921568628], [1.0, 103.82352941176471]]}","{type=[[0.0, 783.7803921568628], [1.0, 103.82352941176471]]}","{type=[[0.0, 302.9607843137254], [1.0, 584.6431372549021]]}","{type=[[0.0, 302.9607843137254], [1.0, 584.6431372549021]]}","{type=[[0.0, 406.78431372549016], [1.0, 480.8196078431373]]}",517721167,"{type=[[0.0, 887.6039215686276]]}","{type=[[0.0, 887.6039215686276]]}","{type=[[0.0, 887.6039215686276]]}",
00000000000000000061,"{type=[[0.0, 884.1647058823527]]}","{type=[[0.0, 848.1647058823526], [1.0, 36.0]]}","{type=[[0.0, 848.1647058823526], [1.0, 36.0]]}","{type=[[0.0, 386.57647058823517], [1.0, 497.5882352941175]]}","{type=[[0.0, 386.57647058823517], [1.0, 497.5882352941175]]}","{type=[[0.0, 422.5764705882352], [1.0, 461.5882352941175]]}",517229082,"{type=[[0.0, 884.1647058823527]]}","{type=[[0.0, 884.1647058823527]]}","{type=[[0.0, 884.1647058823527]]}",
