system:index,deforestationHistogram 2000-2010,deforestationHistogram 2000-2018,deforestationHistogram 2010-2018,forestHistogram 2000,forestHistogram 2010,forestHistogram 2018,plotID,reforestationHistogram 2000-2010,reforestationHistogram 2000-2018,reforestationHistogram 2010-2018,.geo
00000000000000000252,"{type=[[0.0, 866.8784313725491], [1.0, 33.0]]}","{type=[[0.0, 865.8784313725492], [1.0, 34.0]]}","{type=[[0.0, 896.8784313725488], [1.0, 3.0]]}","{type=[[0.0, 58.89019607843137], [1.0, 840.9882352941178]]}","{type=[[0.0, 91.89019607843137], [1.0, 807.9882352941175]]}","{type=[[0.0, 90.89019607843137], [1.0, 808.9882352941175]]}",518619999,"{type=[[0.0, 899.8784313725492]]}","{type=[[0.0, 897.8784313725491], [1.0, 2.0]]}","{type=[[0.0, 895.8784313725491], [1.0, 4.0]]}",
00000000000000000253,"{type=[[0.0, 904.3019607843142]]}","{type=[[0.0, 904.3019607843142]]}","{type=[[0.0, 904.3019607843142]]}","{type=[[1.0, 904.3019607843142]]}","{type=[[1.0, 904.3019607843142]]}","{type=[[1.0, 904.3019607843142]]}",518856180,"{type=[[0.0, 904.3019607843142]]}","{type=[[0.0, 904.3019607843142]]}","{type=[[0.0, 904.3019607843142]]}",
00000000000000000254,"{type=[[0.0, 879.2980392156862], [1.0, 26.8]]}","{type=[[0.0, 815.5450980392156], [1.0, 90.55294117647057]]}","{type=[[0.0, 842.3450980392159], [1.0, 63.75294117647059]]}","{type=[[0.0, 154.14901960784317], [1.0, 751.9490196078434]]}","{type=[[0.0, 180.9490196078432], [1.0, 725.1490196078432]]}","{type=[[0.0, 244.70196078431377], [1.0, 661.3960784313729]]}",518711825,"{type=[[0.0, 906.0980392156863]]}","{type=[[0.0, 906.0980392156863]]}","{type=[[0.0, 906.0980392156863]]}",
00000000000000000255,"{type=[[0.0, 901.7137254901962]]}","{type=[[0.0, 901.7137254901962]]}","{type=[[0.0, 901.7137254901962]]}","{type=[[0.0, 777.9098039215688], [1.0, 123.80392156862743]]}","{type=[[0.0, 777.9098039215688], [1.0, 123.80392156862743]]}","{type=[[0.0, 777.9098039215688], [1.0, 123.80392156862743]]}",518626546,"{type=[[0.0, 901.7137254901962]]}","{type=[[0.0, 901.7137254901962]]}","{type=[[0.0, 901.7137254901962]]}",
00000000000000000256,"{type=[[0.0, 896.8078431372552]]}","{type=[[0.0, 896.8078431372552]]}","{type=[[0.0, 896.8078431372552]]}","{type=[[0.0, 896.8078431372552]]}","{type=[[0.0, 896.8078431372552]]}","{type=[[0.0, 896.8078431372552]]}",518285368,"{type=[[0.0, 896.8078431372552]]}","{type=[[0.0, 896.8078431372552]]}","{type=[[0.0, 896.8078431372552]]}",
00000000000000000257,"{type=[[0.0, 772.1333333333336], [1.0, 128.26666666666665]]}","{type=[[0.0, 777.8705882352942], [1.0, 122.52941176470588]]}","{type=[[0.0, 899.427450980392], [1.0, 0.9725490196078431]]}","{type=[[0.0, 124.85098039215686], [1.0, 775.5490196078433]]}","{type=[[0.0, 253.11764705882354], [1.0, 647.2823529411766]]}","{type=[[0.0, 246.57647058823528], [1.0, 653.8235294117646]]}",518370655,"{type=[[0.0, 900.3999999999999]]}","{type=[[0.0, 899.5960784313725], [1.0, 0.803921568627451]]}","{type=[[0.0, 892.8862745098039], [1.0, 7.513725490196078]]}",
00000000000000000258,"{type=[[0.0, 888.0666666666666], [1.0, 11.0]]}","{type=[[0.0, 739.0666666666668], [1.0, 160.0]]}","{type=[[0.0, 750.0666666666668], [1.0, 149.0]]}","{type=[[0.0, 56.54509803921569], [1.0, 842.5215686274512]]}","{type=[[0.0, 67.54509803921569], [1.0, 831.5215686274512]]}","{type=[[0.0, 216.54509803921567], [1.0, 682.521568627451]]}",518442824,"{type=[[0.0, 899.0666666666667]]}","{type=[[0.0, 899.0666666666667]]}","{type=[[0.0, 899.0666666666667]]}",
00000000000000000259,"{type=[[0.0, 872.4078431372546], [1.0, 21.298039215686273]]}","{type=[[0.0, 856.0666666666664], [1.0, 37.63921568627451]]}","{type=[[0.0, 877.3647058823527], [1.0, 16.341176470588234]]}","{type=[[0.0, 23.0], [1.0, 870.7058823529409]]}","{type=[[0.0, 44.29803921568627], [1.0, 849.4078431372546]]}","{type=[[0.0, 60.639215686274504], [1.0, 833.0666666666665]]}",518245980,"{type=[[0.0, 893.7058823529409]]}","{type=[[0.0, 893.7058823529409]]}","{type=[[0.0, 893.7058823529409]]}",
0000000000000000025a,"{type=[[0.0, 845.4745098039211], [1.0, 53.674509803921566]]}","{type=[[0.0, 837.4745098039211], [1.0, 61.674509803921566]]}","{type=[[0.0, 891.1490196078427], [1.0, 8.0]]}","{type=[[0.0, 99.59607843137256], [1.0, 799.5529411764701]]}","{type=[[0.0, 153.27058823529413], [1.0, 745.8784313725487]]}","{type=[[0.0, 161.27058823529413], [1.0, 737.8784313725487]]}",518337837,"{type=[[0.0, 899.1490196078427]]}","{type=[[0.0, 899.1490196078427]]}","{type=[[0.0, 899.1490196078427]]}",
0000000000000000025b,"{type=[[0.0, 891.003921568628], [1.0, 7.792156862745098]]}","{type=[[0.0, 807.6000000000004], [1.0, 91.19607843137256]]}","{type=[[0.0, 813.3921568627454], [1.0, 85.40392156862745]]}","{type=[[0.0, 81.46666666666668], [1.0, 817.3294117647062]]}","{type=[[0.0, 89.25882352941179], [1.0, 809.5372549019611]]}","{type=[[0.0, 172.6627450980392], [1.0, 726.1333333333336]]}",518541217,"{type=[[0.0, 898.7960784313731]]}","{type=[[0.0, 898.7960784313731]]}","{type=[[0.0, 896.7960784313727], [1.0, 2.0]]}",
0000000000000000025c,"{type=[[0.0, 900.8509803921571]]}","{type=[[0.0, 858.0431372549021], [1.0, 42.8078431372549]]}","{type=[[0.0, 858.0431372549021], [1.0, 42.8078431372549]]}","{type=[[0.0, 87.89019607843137], [1.0, 812.9607843137255]]}","{type=[[0.0, 87.89019607843137], [1.0, 812.9607843137255]]}","{type=[[0.0, 130.6980392156863], [1.0, 770.1529411764707]]}",518672437,"{type=[[0.0, 900.8509803921571]]}","{type=[[0.0, 900.8509803921571]]}","{type=[[0.0, 900.8509803921571]]}",
0000000000000000025d,"{type=[[0.0, 907.8901960784311]]}","{type=[[0.0, 907.8901960784311]]}","{type=[[0.0, 907.8901960784311]]}","{type=[[0.0, 34.06666666666667], [1.0, 873.8235294117645]]}","{type=[[0.0, 34.06666666666667], [1.0, 873.8235294117645]]}","{type=[[0.0, 34.06666666666667], [1.0, 873.8235294117645]]}",518934896,"{type=[[0.0, 907.8901960784311]]}","{type=[[0.0, 907.8901960784311]]}","{type=[[0.0, 907.8901960784311]]}",
0000000000000000025e,"{type=[[0.0, 893.0509803921568], [1.0, 16.0]]}","{type=[[0.0, 835.050980392157], [1.0, 74.0]]}","{type=[[0.0, 851.050980392157], [1.0, 58.0]]}","{type=[[0.0, 163.11764705882354], [1.0, 745.9333333333334]]}","{type=[[0.0, 179.11764705882354], [1.0, 729.9333333333334]]}","{type=[[0.0, 237.11764705882354], [1.0, 671.9333333333334]]}",519013637,"{type=[[0.0, 909.0509803921568]]}","{type=[[0.0, 909.0509803921568]]}","{type=[[0.0, 909.0509803921568]]}",
0000000000000000025f,"{type=[[0.0, 908.9294117647056]]}","{type=[[0.0, 904.9294117647056], [1.0, 4.0]]}","{type=[[0.0, 904.9294117647056], [1.0, 4.0]]}","{type=[[0.0, 286.8862745098039], [1.0, 622.0431372549018]]}","{type=[[0.0, 286.8862745098039], [1.0, 622.0431372549018]]}","{type=[[0.0, 290.88627450980397], [1.0, 618.0431372549019]]}",519046432,"{type=[[0.0, 908.9294117647056]]}","{type=[[0.0, 908.9294117647056]]}","{type=[[0.0, 908.9294117647056]]}",
00000000000000000260,"{type=[[0.0, 904.0156862745097]]}","{type=[[0.0, 904.0156862745097]]}","{type=[[0.0, 904.0156862745097]]}","{type=[[0.0, 904.0156862745097]]}","{type=[[0.0, 904.0156862745097]]}","{type=[[0.0, 904.0156862745097]]}",518967661,"{type=[[0.0, 904.0156862745097]]}","{type=[[0.0, 904.0156862745097]]}","{type=[[0.0, 904.0156862745097]]}",
00000000000000000261,"{type=[[0.0, 909.6352941176472]]}","{type=[[0.0, 909.6352941176472]]}","{type=[[0.0, 909.6352941176472]]}","{type=[[0.0, 909.6352941176472]]}","{type=[[0.0, 909.6352941176472]]}","{type=[[0.0, 909.6352941176472]]}",518797066,"{type=[[0.0, 909.6352941176472]]}","{type=[[0.0, 909.6352941176472]]}","{type=[[0.0, 909.6352941176472]]}",
00000000000000000262,"{type=[[0.0, 912.5019607843138]]}","{type=[[0.0, 912.5019607843138]]}","{type=[[0.0, 912.5019607843138]]}","{type=[[0.0, 819.4431372549021], [1.0, 93.05882352941177]]}","{type=[[0.0, 819.4431372549021], [1.0, 93.05882352941177]]}","{type=[[0.0, 819.4431372549021], [1.0, 93.05882352941177]]}",519033257,"{type=[[0.0, 912.5019607843138]]}","{type=[[0.0, 912.5019607843138]]}","{type=[[0.0, 912.5019607843138]]}",
00000000000000000263,"{type=[[0.0, 903.1882352941182]]}","{type=[[0.0, 903.1882352941182]]}","{type=[[0.0, 903.1882352941182]]}","{type=[[0.0, 903.1882352941182]]}","{type=[[0.0, 903.1882352941182]]}","{type=[[0.0, 903.1882352941182]]}",518888911,"{type=[[0.0, 903.1882352941182]]}","{type=[[0.0, 903.1882352941182]]}","{type=[[0.0, 903.1882352941182]]}",
00000000000000000264,"{type=[[0.0, 888.9215686274508], [1.0, 16.0]]}","{type=[[0.0, 876.9215686274508], [1.0, 28.0]]}","{type=[[0.0, 892.9215686274508], [1.0, 12.0]]}","{type=[[0.0, 176.2941176470588], [1.0, 728.627450980392]]}","{type=[[0.0, 192.2941176470588], [1.0, 712.627450980392]]}","{type=[[0.0, 204.29411764705884], [1.0, 700.6274509803919]]}",518777360,"{type=[[0.0, 904.9215686274508]]}","{type=[[0.0, 904.9215686274508]]}","{type=[[0.0, 904.9215686274508]]}",
00000000000000000265,"{type=[[0.0, 889.5372549019608], [1.0, 13.450980392156861]]}","{type=[[0.0, 856.2862745098039], [1.0, 46.70196078431372]]}","{type=[[0.0, 869.7372549019608], [1.0, 33.25098039215686]]}","{type=[[0.0, 202.52941176470588], [1.0, 700.4588235294119]]}","{type=[[0.0, 215.98039215686276], [1.0, 687.007843137255]]}","{type=[[0.0, 249.23137254901962], [1.0, 653.7568627450981]]}",518554280,"{type=[[0.0, 902.9882352941177]]}","{type=[[0.0, 902.9882352941177]]}","{type=[[0.0, 902.9882352941177]]}",
00000000000000000266,"{type=[[0.0, 898.5176470588237], [1.0, 4.0]]}","{type=[[0.0, 826.5960784313729], [1.0, 75.92156862745098]]}","{type=[[0.0, 830.5960784313729], [1.0, 71.92156862745098]]}","{type=[[0.0, 40.98039215686275], [1.0, 861.5372549019611]]}","{type=[[0.0, 44.98039215686275], [1.0, 857.5372549019611]]}","{type=[[0.0, 116.90196078431373], [1.0, 785.6156862745103]]}",518685488,"{type=[[0.0, 902.5176470588239]]}","{type=[[0.0, 902.5176470588239]]}","{type=[[0.0, 902.5176470588239]]}",
00000000000000000267,"{type=[[0.0, 880.0901960784312], [1.0, 14.152941176470588]]}","{type=[[0.0, 875.2274509803918], [1.0, 19.015686274509807]]}","{type=[[0.0, 889.3803921568624], [1.0, 4.862745098039216]]}","{type=[[0.0, 294.07843137254906], [1.0, 600.1647058823527]]}","{type=[[0.0, 308.2313725490196], [1.0, 586.0117647058821]]}","{type=[[0.0, 313.09411764705885], [1.0, 581.1490196078429]]}",518088449,"{type=[[0.0, 894.2431372549016]]}","{type=[[0.0, 894.2431372549016]]}","{type=[[0.0, 894.2431372549016]]}",
00000000000000000268,"{type=[[0.0, 833.0588235294119], [1.0, 58.6235294117647]]}","{type=[[0.0, 782.0627450980394], [1.0, 109.61960784313726]]}","{type=[[0.0, 840.6862745098041], [1.0, 50.99607843137255]]}","{type=[[0.0, 32.66666666666667], [1.0, 859.0156862745101]]}","{type=[[0.0, 91.05098039215689], [1.0, 800.6313725490198]]}","{type=[[0.0, 140.0470588235294], [1.0, 751.6352941176474]]}",517793227,"{type=[[0.0, 891.4431372549021], [1.0, 0.23921568627450981]]}","{type=[[0.0, 889.4431372549022], [1.0, 2.23921568627451]]}","{type=[[0.0, 889.6823529411763], [1.0, 2.0]]}",
00000000000000000269,"{type=[[0.0, 891.7254901960782]]}","{type=[[0.0, 814.1921568627448], [1.0, 77.53333333333335]]}","{type=[[0.0, 814.1921568627448], [1.0, 77.53333333333335]]}","{type=[[0.0, 109.96470588235294], [1.0, 781.7607843137251]]}","{type=[[0.0, 109.96470588235294], [1.0, 781.7607843137251]]}","{type=[[0.0, 184.54117647058823], [1.0, 707.18431372549]]}",517891644,"{type=[[0.0, 891.7254901960782]]}","{type=[[0.0, 888.7686274509805], [1.0, 2.9568627450980394]]}","{type=[[0.0, 888.7686274509805], [1.0, 2.9568627450980394]]}",
0000000000000000026a,"{type=[[0.0, 897.1568627450981]]}","{type=[[0.0, 830.4431372549019], [1.0, 66.71372549019608]]}","{type=[[0.0, 830.4431372549019], [1.0, 66.71372549019608]]}","{type=[[0.0, 225.3019607843137], [1.0, 671.8549019607843]]}","{type=[[0.0, 225.3019607843137], [1.0, 671.8549019607843]]}","{type=[[0.0, 292.01568627450985], [1.0, 605.1411764705883]]}",518173782,"{type=[[0.0, 897.1568627450981]]}","{type=[[0.0, 897.1568627450981]]}","{type=[[0.0, 897.1568627450981]]}",
0000000000000000026b,"{type=[[0.0, 898.2196078431374], [1.0, 2.435294117647059]]}","{type=[[0.0, 800.2274509803921], [1.0, 100.42745098039215]]}","{type=[[0.0, 802.6627450980392], [1.0, 97.99215686274509]]}","{type=[[0.0, 113.32156862745099], [1.0, 787.3333333333334]]}","{type=[[0.0, 115.75686274509805], [1.0, 784.8980392156864]]}","{type=[[0.0, 213.7490196078432], [1.0, 686.9058823529411]]}",518350919,"{type=[[0.0, 900.6549019607843]]}","{type=[[0.0, 900.6549019607843]]}","{type=[[0.0, 900.6549019607843]]}",
0000000000000000026c,"{type=[[0.0, 893.7764705882354]]}","{type=[[0.0, 893.6431372549023], [1.0, 0.13333333333333333]]}","{type=[[0.0, 893.6431372549023], [1.0, 0.13333333333333333]]}","{type=[[0.0, 393.6588235294116], [1.0, 500.1176470588236]]}","{type=[[0.0, 393.6588235294116], [1.0, 500.1176470588236]]}","{type=[[0.0, 393.79215686274495], [1.0, 499.98431372549027]]}",518245971,"{type=[[0.0, 893.7764705882354]]}","{type=[[0.0, 893.7764705882354]]}","{type=[[0.0, 893.7764705882354]]}",
0000000000000000026d,"{type=[[0.0, 887.8], [1.0, 6.0]]}","{type=[[0.0, 790.1725490196079], [1.0, 103.62745098039217]]}","{type=[[0.0, 796.1725490196079], [1.0, 97.62745098039217]]}","{type=[[0.0, 44.0], [1.0, 849.7999999999998]]}","{type=[[0.0, 50.0], [1.0, 843.7999999999998]]}","{type=[[0.0, 147.62745098039215], [1.0, 746.1725490196079]]}",518075384,"{type=[[0.0, 893.7999999999998]]}","{type=[[0.0, 893.7999999999998]]}","{type=[[0.0, 893.7999999999998]]}",
0000000000000000026e,"{type=[[0.0, 889.639215686275]]}","{type=[[0.0, 864.4862745098042], [1.0, 25.15294117647059]]}","{type=[[0.0, 864.4862745098042], [1.0, 25.15294117647059]]}","{type=[[0.0, 236.56078431372552], [1.0, 653.0784313725492]]}","{type=[[0.0, 236.56078431372552], [1.0, 653.0784313725492]]}","{type=[[0.0, 261.71372549019617], [1.0, 627.9254901960784]]}",518016337,"{type=[[0.0, 889.639215686275]]}","{type=[[0.0, 889.639215686275]]}","{type=[[0.0, 889.639215686275]]}",
0000000000000000026f,"{type=[[0.0, 886.098039215686]]}","{type=[[0.0, 882.0980392156861], [1.0, 4.0]]}","{type=[[0.0, 882.0980392156861], [1.0, 4.0]]}","{type=[[0.0, 111.32549019607843], [1.0, 774.7725490196076]]}","{type=[[0.0, 111.32549019607843], [1.0, 774.7725490196076]]}","{type=[[0.0, 115.32549019607843], [1.0, 770.7725490196077]]}",517589874,"{type=[[0.0, 886.098039215686]]}","{type=[[0.0, 886.098039215686]]}","{type=[[0.0, 886.098039215686]]}",
00000000000000000270,"{type=[[0.0, 809.5529411764707], [1.0, 76.67843137254903]]}","{type=[[0.0, 693.5294117647056], [1.0, 192.70196078431374]]}","{type=[[0.0, 764.2274509803921], [1.0, 122.00392156862743]]}","{type=[[0.0, 108.25098039215688], [1.0, 777.9803921568628]]}","{type=[[0.0, 184.92941176470586], [1.0, 701.3019607843138]]}","{type=[[0.0, 300.9529411764706], [1.0, 585.2784313725491]]}",517491425,"{type=[[0.0, 886.2313725490197]]}","{type=[[0.0, 886.2313725490197]]}","{type=[[0.0, 880.2509803921569], [1.0, 5.980392156862745]]}",
00000000000000000271,"{type=[[0.0, 883.7490196078437], [1.0, 5.180392156862745]]}","{type=[[0.0, 815.2274509803926], [1.0, 73.70196078431373]]}","{type=[[0.0, 820.4078431372556], [1.0, 68.52156862745097]]}","{type=[[0.0, 253.3764705882353], [1.0, 635.5529411764708]]}","{type=[[0.0, 258.55686274509804], [1.0, 630.3725490196081]]}","{type=[[0.0, 327.07843137254906], [1.0, 561.8509803921569]]}",517570157,"{type=[[0.0, 888.9294117647065]]}","{type=[[0.0, 888.9294117647065]]}","{type=[[0.0, 888.9294117647065]]}",
00000000000000000272,"{type=[[0.0, 872.3882352941176], [1.0, 15.0]]}","{type=[[0.0, 716.913725490196], [1.0, 170.47450980392156]]}","{type=[[0.0, 729.913725490196], [1.0, 157.47450980392156]]}","{type=[[0.0, 9.666666666666668], [1.0, 877.7215686274509]]}","{type=[[0.0, 24.666666666666664], [1.0, 862.7215686274509]]}","{type=[[0.0, 180.14117647058822], [1.0, 707.2470588235294]]}",517563600,"{type=[[0.0, 887.3882352941176]]}","{type=[[0.0, 887.3882352941176]]}","{type=[[0.0, 885.3882352941177], [1.0, 2.0]]}",
00000000000000000273,"{type=[[0.0, 883.5176470588237], [1.0, 5.929411764705883]]}","{type=[[0.0, 882.5921568627451], [1.0, 6.854901960784313]]}","{type=[[0.0, 885.5921568627451], [1.0, 3.8549019607843134]]}","{type=[[0.0, 218.1254901960784], [1.0, 671.3215686274509]]}","{type=[[0.0, 224.05490196078426], [1.0, 665.392156862745]]}","{type=[[0.0, 224.9803921568627], [1.0, 664.4666666666667]]}",517753873,"{type=[[0.0, 889.4470588235295]]}","{type=[[0.0, 889.4470588235295]]}","{type=[[0.0, 886.5176470588237], [1.0, 2.9294117647058826]]}",
00000000000000000274,"{type=[[0.0, 887.8078431372547]]}","{type=[[0.0, 887.8078431372547]]}","{type=[[0.0, 887.8078431372547]]}","{type=[[0.0, 818.0823529411763], [1.0, 69.72549019607843]]}","{type=[[0.0, 818.0823529411763], [1.0, 69.72549019607843]]}","{type=[[0.0, 818.0823529411763], [1.0, 69.72549019607843]]}",517727682,"{type=[[0.0, 887.8078431372547]]}","{type=[[0.0, 887.8078431372547]]}","{type=[[0.0, 887.8078431372547]]}",
00000000000000000275,"{type=[[0.0, 887.529411764706], [1.0, 6.0]]}","{type=[[0.0, 881.529411764706], [1.0, 12.0]]}","{type=[[0.0, 887.529411764706], [1.0, 6.0]]}","{type=[[0.0, 253.94901960784316], [1.0, 639.5803921568629]]}","{type=[[0.0, 259.94901960784324], [1.0, 633.5803921568628]]}","{type=[[0.0, 265.9490196078431], [1.0, 627.5803921568628]]}",517904827,"{type=[[0.0, 893.5294117647059]]}","{type=[[0.0, 893.5294117647059]]}","{type=[[0.0, 893.5294117647059]]}",
00000000000000000276,"{type=[[0.0, 853.2784313725491], [1.0, 44.31372549019607]]}","{type=[[0.0, 845.9921568627452], [1.0, 51.6]]}","{type=[[0.0, 867.5921568627452], [1.0, 30.0]]}","{type=[[0.0, 41.35686274509804], [1.0, 856.235294117647]]}","{type=[[0.0, 85.67058823529412], [1.0, 811.9215686274509]]}","{type=[[0.0, 90.96078431372548], [1.0, 806.6313725490196]]}",518206634,"{type=[[0.0, 897.5921568627452]]}","{type=[[0.0, 895.5960784313725], [1.0, 1.996078431372549]]}","{type=[[0.0, 872.8823529411766], [1.0, 24.70980392156863]]}",
00000000000000000277,"{type=[[0.0, 879.8901960784316], [1.0, 11.0]]}","{type=[[0.0, 836.8901960784315], [1.0, 54.0]]}","{type=[[0.0, 847.8901960784315], [1.0, 43.0]]}","{type=[[0.0, 26.92549019607843], [1.0, 863.964705882353]]}","{type=[[0.0, 37.925490196078435], [1.0, 852.964705882353]]}","{type=[[0.0, 80.92549019607844], [1.0, 809.964705882353]]}",518154159,"{type=[[0.0, 890.8901960784315]]}","{type=[[0.0, 890.8901960784315]]}","{type=[[0.0, 890.8901960784315]]}",
00000000000000000278,"{type=[[0.0, 893.788235294118]]}","{type=[[0.0, 837.8078431372552], [1.0, 55.98039215686275]]}","{type=[[0.0, 837.8078431372552], [1.0, 55.98039215686275]]}","{type=[[0.0, 267.36862745098045], [1.0, 626.4196078431373]]}","{type=[[0.0, 267.36862745098045], [1.0, 626.4196078431373]]}","{type=[[0.0, 321.1529411764707], [1.0, 572.6352941176472]]}",518055741,"{type=[[0.0, 893.788235294118]]}","{type=[[0.0, 891.5921568627454], [1.0, 2.196078431372549]]}","{type=[[0.0, 891.5921568627454], [1.0, 2.196078431372549]]}",
00000000000000000279,"{type=[[0.0, 888.3058823529414]]}","{type=[[0.0, 888.3058823529414]]}","{type=[[0.0, 888.3058823529414]]}","{type=[[0.0, 47.996078431372545], [1.0, 840.3098039215687]]}","{type=[[0.0, 47.996078431372545], [1.0, 840.3098039215687]]}","{type=[[0.0, 47.996078431372545], [1.0, 840.3098039215687]]}",517917963,"{type=[[0.0, 888.3058823529414]]}","{type=[[0.0, 888.3058823529414]]}","{type=[[0.0, 888.3058823529414]]}",
