system:index,deforestationHistogram 2000-2010,deforestationHistogram 2000-2018,deforestationHistogram 2010-2018,forestHistogram 2000,forestHistogram 2010,forestHistogram 2018,plotID,reforestationHistogram 2000-2010,reforestationHistogram 2000-2018,reforestationHistogram 2010-2018,.geo
0000000000000000003d,"{type=[[0.0, 1012.4274509803928]]}","{type=[[0.0, 1012.4274509803928]]}","{type=[[0.0, 1012.4274509803928]]}","{type=[[0.0, 489.7999999999998], [1.0, 522.6274509803922]]}","{type=[[0.0, 489.7999999999998], [1.0, 522.6274509803922]]}","{type=[[0.0, 489.7999999999998], [1.0, 522.6274509803922]]}",525240206,"{type=[[0.0, 1012.4274509803928]]}","{type=[[0.0, 1012.4274509803928]]}","{type=[[0.0, 1012.4274509803928]]}",
0000000000000000003e,"{type=[[0.0, 1017.8039215686272]]}","{type=[[0.0, 1017.8039215686272]]}","{type=[[0.0, 1017.8039215686272]]}","{type=[[0.0, 362.478431372549], [1.0, 655.3254901960781]]}","{type=[[0.0, 362.478431372549], [1.0, 655.3254901960781]]}","{type=[[0.0, 362.478431372549], [1.0, 655.3254901960781]]}",525417353,"{type=[[0.0, 1017.8039215686272]]}","{type=[[0.0, 1017.8039215686272]]}","{type=[[0.0, 1017.8039215686272]]}",
0000000000000000003f,"{type=[[0.0, 1013.2627450980391]]}","{type=[[0.0, 1013.2627450980391]]}","{type=[[0.0, 1013.2627450980391]]}","{type=[[0.0, 761.6], [1.0, 251.66274509803918]]}","{type=[[0.0, 761.6], [1.0, 251.66274509803918]]}","{type=[[0.0, 761.6], [1.0, 251.66274509803918]]}",525378002,"{type=[[0.0, 1013.2627450980391]]}","{type=[[0.0, 1013.2627450980391]]}","{type=[[0.0, 1013.2627450980391]]}",
00000000000000000040,"{type=[[0.0, 1007.9490196078431]]}","{type=[[0.0, 1007.9490196078431]]}","{type=[[0.0, 1007.9490196078431]]}","{type=[[0.0, 586.4901960784313], [1.0, 421.45882352941175]]}","{type=[[0.0, 586.4901960784313], [1.0, 421.45882352941175]]}","{type=[[0.0, 586.4901960784313], [1.0, 421.45882352941175]]}",524964644,"{type=[[0.0, 1007.9490196078431]]}","{type=[[0.0, 1007.9490196078431]]}","{type=[[0.0, 1007.9490196078431]]}",
00000000000000000041,"{type=[[0.0, 1015.290196078431]]}","{type=[[0.0, 1015.290196078431]]}","{type=[[0.0, 1015.290196078431]]}","{type=[[0.0, 246.95686274509805], [1.0, 768.3333333333333]]}","{type=[[0.0, 246.95686274509805], [1.0, 768.3333333333333]]}","{type=[[0.0, 246.95686274509805], [1.0, 768.3333333333333]]}",525548589,"{type=[[0.0, 1015.290196078431]]}","{type=[[0.0, 1015.290196078431]]}","{type=[[0.0, 1015.290196078431]]}",
00000000000000000042,"{type=[[0.0, 1019.4549019607844]]}","{type=[[0.0, 1019.4549019607844]]}","{type=[[0.0, 1019.4549019607844]]}","{type=[[0.0, 847.478431372549], [1.0, 171.97647058823532]]}","{type=[[0.0, 847.478431372549], [1.0, 171.97647058823532]]}","{type=[[0.0, 847.478431372549], [1.0, 171.97647058823532]]}",525528906,"{type=[[0.0, 1019.4549019607844]]}","{type=[[0.0, 1019.4549019607844]]}","{type=[[0.0, 1019.4549019607844]]}",
00000000000000000043,"{type=[[0.0, 1028.423529411765]]}","{type=[[0.0, 1021.5529411764709], [1.0, 6.870588235294118]]}","{type=[[0.0, 1021.5529411764709], [1.0, 6.870588235294118]]}","{type=[[0.0, 267.6823529411764], [1.0, 760.7411764705884]]}","{type=[[0.0, 267.6823529411764], [1.0, 760.7411764705884]]}","{type=[[0.0, 274.55294117647054], [1.0, 753.8705882352941]]}",526125980,"{type=[[0.0, 1028.423529411765]]}","{type=[[0.0, 1028.423529411765]]}","{type=[[0.0, 1028.423529411765]]}",
00000000000000000045,"{type=[[0.0, 1019.9450980392157]]}","{type=[[0.0, 1019.9450980392157]]}","{type=[[0.0, 1019.9450980392157]]}","{type=[[0.0, 250.86666666666665], [1.0, 769.0784313725493]]}","{type=[[0.0, 250.86666666666665], [1.0, 769.0784313725493]]}","{type=[[0.0, 250.86666666666665], [1.0, 769.0784313725493]]}",525660113,"{type=[[0.0, 1019.9450980392157]]}","{type=[[0.0, 1019.9450980392157]]}","{type=[[0.0, 1019.9450980392157]]}",
00000000000000000046,"{type=[[0.0, 1016.2431372549014]]}","{type=[[0.0, 1016.2431372549014]]}","{type=[[0.0, 1016.2431372549014]]}","{type=[[0.0, 114.10980392156861], [1.0, 902.1333333333329]]}","{type=[[0.0, 114.10980392156861], [1.0, 902.1333333333329]]}","{type=[[0.0, 114.10980392156861], [1.0, 902.1333333333329]]}",525555125,"{type=[[0.0, 1016.2431372549014]]}","{type=[[0.0, 1016.2431372549014]]}","{type=[[0.0, 1016.2431372549014]]}",
00000000000000000047,"{type=[[0.0, 1004.6117647058829]]}","{type=[[0.0, 1004.6117647058829]]}","{type=[[0.0, 1004.6117647058829]]}","{type=[[0.0, 747.6588235294121], [1.0, 256.9529411764706]]}","{type=[[0.0, 747.6588235294121], [1.0, 256.9529411764706]]}","{type=[[0.0, 747.6588235294121], [1.0, 256.9529411764706]]}",524721866,"{type=[[0.0, 1004.6117647058829]]}","{type=[[0.0, 1004.6117647058829]]}","{type=[[0.0, 1004.6117647058829]]}",
00000000000000000049,"{type=[[0.0, 982.0745098039213], [1.0, 6.0]]}","{type=[[0.0, 982.0745098039213], [1.0, 6.0]]}","{type=[[0.0, 996.0745098039213]]}","{type=[[0.0, 371.65882352941185], [1.0, 616.4156862745099]]}","{type=[[0.0, 377.65882352941185], [1.0, 618.4156862745099]]}","{type=[[0.0, 377.65882352941185], [1.0, 618.4156862745099]]}",524485672,"{type=[[0.0, 988.0745098039213]]}","{type=[[0.0, 988.0745098039213]]}","{type=[[0.0, 996.0745098039213]]}",
0000000000000000004a,"{type=[[0.0, 983.5019607843136]]}","{type=[[0.0, 983.5019607843136]]}","{type=[[0.0, 983.5019607843136]]}","{type=[[0.0, 131.12156862745098], [1.0, 852.3803921568626]]}","{type=[[0.0, 131.12156862745098], [1.0, 852.3803921568626]]}","{type=[[0.0, 131.12156862745098], [1.0, 852.3803921568626]]}",523836117,"{type=[[0.0, 983.5019607843136]]}","{type=[[0.0, 983.5019607843136]]}","{type=[[0.0, 983.5019607843136]]}",
00000000000000000062,"{type=[[0.0, 1026.6156862745097]]}","{type=[[0.0, 1026.6156862745097]]}","{type=[[0.0, 1026.6156862745097]]}","{type=[[0.0, 1017.6156862745098], [1.0, 9.0]]}","{type=[[0.0, 1017.6156862745098], [1.0, 9.0]]}","{type=[[0.0, 1017.6156862745098], [1.0, 9.0]]}",525758398,"{type=[[0.0, 1026.6156862745097]]}","{type=[[0.0, 1026.6156862745097]]}","{type=[[0.0, 1026.6156862745097]]}",
00000000000000000063,"{type=[[0.0, 1022.1294117647059]]}","{type=[[0.0, 1022.1294117647059]]}","{type=[[0.0, 1022.1294117647059]]}","{type=[[0.0, 459.3960784313726], [1.0, 562.7333333333333]]}","{type=[[0.0, 459.3960784313726], [1.0, 562.7333333333333]]}","{type=[[0.0, 459.3960784313726], [1.0, 562.7333333333333]]}",525489374,"{type=[[0.0, 1022.1294117647059]]}","{type=[[0.0, 1022.1294117647059]]}","{type=[[0.0, 1022.1294117647059]]}",
00000000000000000064,"{type=[[0.0, 1018.5254901960778]]}","{type=[[0.0, 1015.5254901960789], [1.0, 3.0]]}","{type=[[0.0, 1015.5254901960789], [1.0, 3.0]]}","{type=[[0.0, 700.3882352941168], [1.0, 318.1372549019608]]}","{type=[[0.0, 700.3882352941168], [1.0, 318.1372549019608]]}","{type=[[0.0, 703.3882352941168], [1.0, 315.1372549019608]]}",525469685,"{type=[[0.0, 1018.5254901960778]]}","{type=[[0.0, 1018.5254901960778]]}","{type=[[0.0, 1018.5254901960778]]}",
00000000000000000065,"{type=[[0.0, 1031.607843137256]]}","{type=[[0.0, 1031.607843137256]]}","{type=[[0.0, 1031.607843137256]]}","{type=[[0.0, 790.9058823529408], [1.0, 240.7019607843137]]}","{type=[[0.0, 790.9058823529408], [1.0, 240.7019607843137]]}","{type=[[0.0, 790.9058823529408], [1.0, 240.7019607843137]]}",525994590,"{type=[[0.0, 1031.607843137256]]}","{type=[[0.0, 1031.607843137256]]}","{type=[[0.0, 1031.607843137256]]}",
00000000000000000066,"{type=[[0.0, 1029.7098039215693]]}","{type=[[0.0, 1029.7098039215693]]}","{type=[[0.0, 1029.7098039215693]]}","{type=[[0.0, 930.5568627450983], [1.0, 99.15294117647058]]}","{type=[[0.0, 930.5568627450983], [1.0, 99.15294117647058]]}","{type=[[0.0, 930.5568627450983], [1.0, 99.15294117647058]]}",526007711,"{type=[[0.0, 1029.7098039215693]]}","{type=[[0.0, 1029.7098039215693]]}","{type=[[0.0, 1029.7098039215693]]}",
0000000000000000007c,"{type=[[0.0, 1031.9372549019597]]}","{type=[[0.0, 1031.9372549019597]]}","{type=[[0.0, 1031.9372549019597]]}","{type=[[0.0, 1006.9294117647057], [1.0, 25.007843137254902]]}","{type=[[0.0, 1006.9294117647057], [1.0, 25.007843137254902]]}","{type=[[0.0, 1006.9294117647057], [1.0, 25.007843137254902]]}",526060226,"{type=[[0.0, 1031.9372549019597]]}","{type=[[0.0, 1031.9372549019597]]}","{type=[[0.0, 1031.9372549019597]]}",
0000000000000000007d,"{type=[[0.0, 1026.9058823529404]]}","{type=[[0.0, 1026.9058823529404]]}","{type=[[0.0, 1026.9058823529404]]}","{type=[[0.0, 663.3411764705882], [1.0, 363.5647058823529]]}","{type=[[0.0, 663.3411764705882], [1.0, 363.5647058823529]]}","{type=[[0.0, 663.3411764705882], [1.0, 363.5647058823529]]}",525764980,"{type=[[0.0, 1026.9058823529404]]}","{type=[[0.0, 1026.9058823529404]]}","{type=[[0.0, 1026.9058823529404]]}",
0000000000000000007e,"{type=[[0.0, 1020.8196078431372]]}","{type=[[0.0, 1020.8196078431372]]}","{type=[[0.0, 1020.8196078431372]]}","{type=[[0.0, 721.4980392156863], [1.0, 299.321568627451]]}","{type=[[0.0, 721.4980392156863], [1.0, 299.321568627451]]}","{type=[[0.0, 721.4980392156863], [1.0, 299.321568627451]]}",525692824,"{type=[[0.0, 1020.8196078431372]]}","{type=[[0.0, 1020.8196078431372]]}","{type=[[0.0, 1020.8196078431372]]}",
0000000000000000007f,"{type=[[0.0, 1027.5686274509799]]}","{type=[[0.0, 1027.5686274509799]]}","{type=[[0.0, 1027.5686274509799]]}","{type=[[0.0, 820.5294117647056], [1.0, 207.03921568627447]]}","{type=[[0.0, 820.5294117647056], [1.0, 207.03921568627447]]}","{type=[[0.0, 820.5294117647056], [1.0, 207.03921568627447]]}",525804365,"{type=[[0.0, 1027.5686274509799]]}","{type=[[0.0, 1027.5686274509799]]}","{type=[[0.0, 1027.5686274509799]]}",
00000000000000000081,"{type=[[0.0, 1029.9450980392155]]}","{type=[[0.0, 1029.9450980392155]]}","{type=[[0.0, 1029.9450980392155]]}","{type=[[0.0, 963.3333333333335], [1.0, 66.61176470588238]]}","{type=[[0.0, 963.3333333333335], [1.0, 66.61176470588238]]}","{type=[[0.0, 963.3333333333335], [1.0, 66.61176470588238]]}",526073387,"{type=[[0.0, 1029.9450980392155]]}","{type=[[0.0, 1029.9450980392155]]}","{type=[[0.0, 1029.9450980392155]]}",
000000000000000000c5,"{type=[[0.0, 907.6823529411764]]}","{type=[[0.0, 907.6823529411764]]}","{type=[[0.0, 1016.5960784313726]]}","{type=[[0.0, 557.078431372549], [1.0, 350.6039215686275]]}","{type=[[0.0, 557.078431372549], [1.0, 459.5176470588236]]}","{type=[[0.0, 557.078431372549], [1.0, 459.5176470588236]]}",525299141,"{type=[[0.0, 907.6823529411764]]}","{type=[[0.0, 907.6823529411764]]}","{type=[[0.0, 1016.5960784313726]]}",
000000000000000000d1,"{type=[[0.0, 1021.6392156862746]]}","{type=[[0.0, 1021.6392156862746]]}","{type=[[0.0, 1021.6392156862746]]}","{type=[[0.0, 591.8039215686273], [1.0, 429.8352941176471]]}","{type=[[0.0, 591.8039215686273], [1.0, 429.8352941176471]]}","{type=[[0.0, 591.8039215686273], [1.0, 429.8352941176471]]}",525679768,"{type=[[0.0, 1021.6392156862746]]}","{type=[[0.0, 1021.6392156862746]]}","{type=[[0.0, 1021.6392156862746]]}",
000000000000000000d2,"{type=[[0.0, 1010.6666666666665]]}","{type=[[0.0, 1010.6666666666665]]}","{type=[[0.0, 1010.6666666666665]]}","{type=[[0.0, 1010.6666666666665]]}","{type=[[0.0, 1010.6666666666665]]}","{type=[[0.0, 1010.6666666666665]]}",524971163,"{type=[[0.0, 1010.6666666666665]]}","{type=[[0.0, 1010.6666666666665]]}","{type=[[0.0, 1010.6666666666665]]}",
000000000000000000d3,"{type=[[0.0, 1007.9647058823531]]}","{type=[[0.0, 1007.9647058823531]]}","{type=[[0.0, 1007.9647058823531]]}","{type=[[0.0, 392.42352941176455], [1.0, 615.5411764705883]]}","{type=[[0.0, 392.42352941176455], [1.0, 615.5411764705883]]}","{type=[[0.0, 392.42352941176455], [1.0, 615.5411764705883]]}",524761217,"{type=[[0.0, 1007.9647058823531]]}","{type=[[0.0, 1007.9647058823531]]}","{type=[[0.0, 1007.9647058823531]]}",
000000000000000000d4,"{type=[[0.0, 1009.7019607843139]]}","{type=[[0.0, 1009.7019607843139]]}","{type=[[0.0, 1009.7019607843139]]}","{type=[[0.0, 288.94901960784307], [1.0, 720.7529411764707]]}","{type=[[0.0, 288.94901960784307], [1.0, 720.7529411764707]]}","{type=[[0.0, 288.94901960784307], [1.0, 720.7529411764707]]}",525030194,"{type=[[0.0, 1009.7019607843139]]}","{type=[[0.0, 1009.7019607843139]]}","{type=[[0.0, 1009.7019607843139]]}",
000000000000000000d5,"{type=[[0.0, 1007.2862745098038], [1.0, 0.48627450980392156]]}","{type=[[0.0, 1007.2862745098038], [1.0, 0.48627450980392156]]}","{type=[[0.0, 1007.7725490196078]]}","{type=[[0.0, 479.1725490196079], [1.0, 528.6000000000003]]}","{type=[[0.0, 479.65882352941185], [1.0, 528.1137254901963]]}","{type=[[0.0, 479.65882352941185], [1.0, 528.1137254901963]]}",524958022,"{type=[[0.0, 1007.7725490196078]]}","{type=[[0.0, 1007.7725490196078]]}","{type=[[0.0, 1007.7725490196078]]}",
