system:index,deforestationHistogram 2000-2010,deforestationHistogram 2000-2018,deforestationHistogram 2010-2018,forestHistogram 2000,forestHistogram 2010,forestHistogram 2018,plotID,reforestationHistogram 2000-2010,reforestationHistogram 2000-2018,reforestationHistogram 2010-2018,.geo
0000000000000000013a,"{type=[[0.0, 1096.0313725490194]]}","{type=[[0.0, 1096.0313725490194]]}","{type=[[0.0, 1096.0313725490194]]}","{type=[[0.0, 601.7803921568627], [1.0, 494.25098039215663]]}","{type=[[0.0, 601.7803921568627], [1.0, 494.25098039215663]]}","{type=[[0.0, 601.7803921568627], [1.0, 494.25098039215663]]}",529432781,"{type=[[0.0, 1096.0313725490194]]}","{type=[[0.0, 1096.0313725490194]]}","{type=[[0.0, 1096.0313725490194]]}",
0000000000000000013b,"{type=[[0.0, 1097.2078431372545]]}","{type=[[0.0, 1097.2078431372545]]}","{type=[[0.0, 1097.2078431372545]]}","{type=[[0.0, 608.4901960784313], [1.0, 488.71764705882345]]}","{type=[[0.0, 608.4901960784313], [1.0, 488.71764705882345]]}","{type=[[0.0, 608.4901960784313], [1.0, 488.71764705882345]]}",529544321,"{type=[[0.0, 1097.2078431372545]]}","{type=[[0.0, 1097.2078431372545]]}","{type=[[0.0, 1097.2078431372545]]}",
0000000000000000013d,"{type=[[0.0, 1097.7999999999997]]}","{type=[[0.0, 1097.7999999999997]]}","{type=[[0.0, 1097.7999999999997]]}","{type=[[0.0, 580.9098039215687], [1.0, 516.8901960784315]]}","{type=[[0.0, 580.9098039215687], [1.0, 516.8901960784315]]}","{type=[[0.0, 580.9098039215687], [1.0, 516.8901960784315]]}",529642761,"{type=[[0.0, 1097.7999999999997]]}","{type=[[0.0, 1097.7999999999997]]}","{type=[[0.0, 1097.7999999999997]]}",
0000000000000000013e,"{type=[[0.0, 1079.486274509804]]}","{type=[[0.0, 1079.486274509804]]}","{type=[[0.0, 1079.486274509804]]}","{type=[[0.0, 66.63921568627451], [1.0, 1012.8470588235294]]}","{type=[[0.0, 66.63921568627451], [1.0, 1012.8470588235294]]}","{type=[[0.0, 66.63921568627451], [1.0, 1012.8470588235294]]}",528881667,"{type=[[0.0, 1079.486274509804]]}","{type=[[0.0, 1079.486274509804]]}","{type=[[0.0, 1079.486274509804]]}",
0000000000000000013f,"{type=[[0.0, 1084.0941176470587]]}","{type=[[0.0, 1084.0941176470587]]}","{type=[[0.0, 1084.0941176470587]]}","{type=[[0.0, 950.0078431372549], [1.0, 134.0862745098039]]}","{type=[[0.0, 950.0078431372549], [1.0, 134.0862745098039]]}","{type=[[0.0, 950.0078431372549], [1.0, 134.0862745098039]]}",528999788,"{type=[[0.0, 1084.0941176470587]]}","{type=[[0.0, 1084.0941176470587]]}","{type=[[0.0, 1084.0941176470587]]}",
00000000000000000140,"{type=[[0.0, 1087.6745098039216]]}","{type=[[0.0, 1087.6745098039216]]}","{type=[[0.0, 1087.6745098039216]]}","{type=[[0.0, 1087.6745098039216]]}","{type=[[0.0, 1087.6745098039216]]}","{type=[[0.0, 1087.6745098039216]]}",529176955,"{type=[[0.0, 1087.6745098039216]]}","{type=[[0.0, 1087.6745098039216]]}","{type=[[0.0, 1087.6745098039216]]}",
00000000000000000141,"{type=[[0.0, 1082.4392156862746]]}","{type=[[0.0, 1082.4392156862746]]}","{type=[[0.0, 1082.4392156862746]]}","{type=[[0.0, 1082.4392156862746]]}","{type=[[0.0, 1082.4392156862746]]}","{type=[[0.0, 1082.4392156862746]]}",529288505,"{type=[[0.0, 1082.4392156862746]]}","{type=[[0.0, 1082.4392156862746]]}","{type=[[0.0, 1082.4392156862746]]}",
00000000000000000142,"{type=[[0.0, 1074.513725490196]]}","{type=[[0.0, 1074.513725490196]]}","{type=[[0.0, 1074.513725490196]]}","{type=[[0.0, 332.086274509804], [1.0, 742.4274509803922]]}","{type=[[0.0, 332.086274509804], [1.0, 742.4274509803922]]}","{type=[[0.0, 332.086274509804], [1.0, 742.4274509803922]]}",529065424,"{type=[[0.0, 1074.513725490196]]}","{type=[[0.0, 1074.513725490196]]}","{type=[[0.0, 1074.513725490196]]}",
00000000000000000143,"{type=[[0.0, 1082.9019607843131]]}","{type=[[0.0, 1082.9019607843131]]}","{type=[[0.0, 1082.9019607843131]]}","{type=[[0.0, 1054.7372549019603], [1.0, 28.16470588235294]]}","{type=[[0.0, 1054.7372549019603], [1.0, 28.16470588235294]]}","{type=[[0.0, 1054.7372549019603], [1.0, 28.16470588235294]]}",529104783,"{type=[[0.0, 1082.9019607843131]]}","{type=[[0.0, 1082.9019607843131]]}","{type=[[0.0, 1082.9019607843131]]}",
00000000000000000144,"{type=[[0.0, 1067.61568627451], [1.0, 7.0]]}","{type=[[0.0, 1008.6235294117648], [1.0, 65.9921568627451]]}","{type=[[0.0, 1015.6235294117648], [1.0, 58.9921568627451]]}","{type=[[0.0, 346.3137254901961], [1.0, 728.3019607843138]]}","{type=[[0.0, 353.3137254901961], [1.0, 721.3019607843138]]}","{type=[[0.0, 412.3058823529411], [1.0, 662.3098039215686]]}",528448656,"{type=[[0.0, 1074.61568627451]]}","{type=[[0.0, 1074.61568627451]]}","{type=[[0.0, 1074.61568627451]]}",
00000000000000000146,"{type=[[0.0, 1035.3215686274514]]}","{type=[[0.0, 1035.3215686274514]]}","{type=[[0.0, 1035.3215686274514]]}","{type=[[0.0, 24.607843137254896], [1.0, 1010.7137254901961]]}","{type=[[0.0, 24.607843137254896], [1.0, 1010.7137254901961]]}","{type=[[0.0, 24.607843137254896], [1.0, 1010.7137254901961]]}",526355629,"{type=[[0.0, 1035.3215686274514]]}","{type=[[0.0, 1035.3215686274514]]}","{type=[[0.0, 1035.3215686274514]]}",
00000000000000000147,"{type=[[0.0, 1033.4313725490197]]}","{type=[[0.0, 1033.4313725490197]]}","{type=[[0.0, 1033.4313725490197]]}","{type=[[0.0, 341.22745098039223], [1.0, 692.2039215686274]]}","{type=[[0.0, 341.22745098039223], [1.0, 692.2039215686274]]}","{type=[[0.0, 341.22745098039223], [1.0, 692.2039215686274]]}",526381887,"{type=[[0.0, 1033.4313725490197]]}","{type=[[0.0, 1033.4313725490197]]}","{type=[[0.0, 1033.4313725490197]]}",
00000000000000000022,"{type=[[0.0, 1039.1803921568626]]}","{type=[[0.0, 1039.1803921568626]]}","{type=[[0.0, 1039.1803921568626]]}","{type=[[0.0, 45.69803921568627], [1.0, 993.4823529411765]]}","{type=[[0.0, 45.69803921568627], [1.0, 993.4823529411765]]}","{type=[[0.0, 45.69803921568627], [1.0, 993.4823529411765]]}",526440872,"{type=[[0.0, 1039.1803921568626]]}","{type=[[0.0, 1039.1803921568626]]}","{type=[[0.0, 1039.1803921568626]]}",
00000000000000000023,"{type=[[0.0, 1042.396078431373]]}","{type=[[0.0, 1042.396078431373]]}","{type=[[0.0, 1042.396078431373]]}","{type=[[0.0, 39.65098039215686], [1.0, 1002.7450980392158]]}","{type=[[0.0, 39.65098039215686], [1.0, 1002.7450980392158]]}","{type=[[0.0, 39.65098039215686], [1.0, 1002.7450980392158]]}",526591768,"{type=[[0.0, 1042.396078431373]]}","{type=[[0.0, 1042.396078431373]]}","{type=[[0.0, 1042.396078431373]]}",
00000000000000000024,"{type=[[0.0, 1051.1294117647042]]}","{type=[[0.0, 1051.1294117647042]]}","{type=[[0.0, 1051.1294117647042]]}","{type=[[0.0, 701.4980392156864], [1.0, 349.63137254901966]]}","{type=[[0.0, 701.4980392156864], [1.0, 349.63137254901966]]}","{type=[[0.0, 701.4980392156864], [1.0, 349.63137254901966]]}",527182269,"{type=[[0.0, 1051.1294117647042]]}","{type=[[0.0, 1051.1294117647042]]}","{type=[[0.0, 1051.1294117647042]]}",
00000000000000000025,"{type=[[0.0, 1048.6627450980395]]}","{type=[[0.0, 1048.6627450980395]]}","{type=[[0.0, 1048.6627450980395]]}","{type=[[0.0, 270.46274509803914], [1.0, 778.2000000000004]]}","{type=[[0.0, 270.46274509803914], [1.0, 778.2000000000004]]}","{type=[[0.0, 270.46274509803914], [1.0, 778.2000000000004]]}",526959220,"{type=[[0.0, 1048.6627450980395]]}","{type=[[0.0, 1048.6627450980395]]}","{type=[[0.0, 1048.6627450980395]]}",
00000000000000000026,"{type=[[0.0, 1041.1568627450977]]}","{type=[[0.0, 1041.1568627450977]]}","{type=[[0.0, 1041.1568627450977]]}","{type=[[0.0, 199.02352941176474], [1.0, 842.1333333333336]]}","{type=[[0.0, 199.02352941176474], [1.0, 842.1333333333336]]}","{type=[[0.0, 199.02352941176474], [1.0, 842.1333333333336]]}",526663949,"{type=[[0.0, 1041.1568627450977]]}","{type=[[0.0, 1041.1568627450977]]}","{type=[[0.0, 1041.1568627450977]]}",
00000000000000000027,"{type=[[0.0, 1046.7960784313718]]}","{type=[[0.0, 1046.7960784313718]]}","{type=[[0.0, 1046.7960784313718]]}","{type=[[0.0, 214.0235294117647], [1.0, 832.7725490196078]]}","{type=[[0.0, 214.0235294117647], [1.0, 832.7725490196078]]}","{type=[[0.0, 214.0235294117647], [1.0, 832.7725490196078]]}",526926428,"{type=[[0.0, 1046.7960784313718]]}","{type=[[0.0, 1046.7960784313718]]}","{type=[[0.0, 1046.7960784313718]]}",
00000000000000000028,"{type=[[0.0, 1049.976470588235]]}","{type=[[0.0, 1048.0274509803924], [1.0, 1.9490196078431372]]}","{type=[[0.0, 1048.0274509803924], [1.0, 1.9490196078431372]]}","{type=[[0.0, 101.6313725490196], [1.0, 948.3450980392156]]}","{type=[[0.0, 101.6313725490196], [1.0, 948.3450980392156]]}","{type=[[0.0, 103.58039215686274], [1.0, 946.3960784313724]]}",527123264,"{type=[[0.0, 1049.976470588235]]}","{type=[[0.0, 1049.976470588235]]}","{type=[[0.0, 1049.976470588235]]}",
00000000000000000029,"{type=[[0.0, 1041.5725490196073]]}","{type=[[0.0, 1041.5725490196073]]}","{type=[[0.0, 1041.5725490196073]]}","{type=[[0.0, 550.5333333333333], [1.0, 491.0392156862747]]}","{type=[[0.0, 550.5333333333333], [1.0, 491.0392156862747]]}","{type=[[0.0, 550.5333333333333], [1.0, 491.0392156862747]]}",526919878,"{type=[[0.0, 1041.5725490196073]]}","{type=[[0.0, 1041.5725490196073]]}","{type=[[0.0, 1041.5725490196073]]}",
0000000000000000002a,"{type=[[0.0, 1053.0823529411757], [1.0, 7.450980392156863]]}","{type=[[0.0, 1053.0823529411757], [1.0, 7.450980392156863]]}","{type=[[0.0, 1060.5333333333326]]}","{type=[[0.0, 264.2117647058824], [1.0, 796.3215686274508]]}","{type=[[0.0, 271.6627450980393], [1.0, 788.8705882352939]]}","{type=[[0.0, 271.6627450980393], [1.0, 788.8705882352939]]}",527589102,"{type=[[0.0, 1060.5333333333326]]}","{type=[[0.0, 1060.5333333333326]]}","{type=[[0.0, 1060.5333333333326]]}",
0000000000000000002b,"{type=[[0.0, 1057.6431372549023]]}","{type=[[0.0, 977.1294117647061], [1.0, 80.51372549019607]]}","{type=[[0.0, 977.1294117647061], [1.0, 80.51372549019607]]}","{type=[[0.0, 229.6823529411765], [1.0, 827.9607843137255]]}","{type=[[0.0, 229.6823529411765], [1.0, 827.9607843137255]]}","{type=[[0.0, 310.1960784313726], [1.0, 747.4470588235296]]}",527438209,"{type=[[0.0, 1057.6431372549023]]}","{type=[[0.0, 1057.6431372549023]]}","{type=[[0.0, 1057.6431372549023]]}",
0000000000000000002c,"{type=[[0.0, 1053.5960784313722]]}","{type=[[0.0, 1053.5960784313722]]}","{type=[[0.0, 1053.5960784313722]]}","{type=[[0.0, 771.0980392156865], [1.0, 282.4980392156862]]}","{type=[[0.0, 771.0980392156865], [1.0, 282.4980392156862]]}","{type=[[0.0, 771.0980392156865], [1.0, 282.4980392156862]]}",527359453,"{type=[[0.0, 1053.5960784313722]]}","{type=[[0.0, 1053.5960784313722]]}","{type=[[0.0, 1053.5960784313722]]}",
0000000000000000002d,"{type=[[0.0, 1076.8705882352938]]}","{type=[[0.0, 1047.890196078431], [1.0, 28.980392156862745]]}","{type=[[0.0, 1047.890196078431], [1.0, 28.980392156862745]]}","{type=[[0.0, 424.0000000000001], [1.0, 652.8705882352942]]}","{type=[[0.0, 424.0000000000001], [1.0, 652.8705882352942]]}","{type=[[0.0, 452.9803921568628], [1.0, 623.8901960784316]]}",528461739,"{type=[[0.0, 1076.8705882352938]]}","{type=[[0.0, 1076.8705882352938]]}","{type=[[0.0, 1076.8705882352938]]}",
0000000000000000002e,"{type=[[0.0, 1079.0823529411762]]}","{type=[[0.0, 1079.0823529411762]]}","{type=[[0.0, 1079.0823529411762]]}","{type=[[0.0, 799.7176470588236], [1.0, 279.3647058823531]]}","{type=[[0.0, 799.7176470588236], [1.0, 279.3647058823531]]}","{type=[[0.0, 799.7176470588236], [1.0, 279.3647058823531]]}",528527342,"{type=[[0.0, 1079.0823529411762]]}","{type=[[0.0, 1079.0823529411762]]}","{type=[[0.0, 1079.0823529411762]]}",
0000000000000000002f,"{type=[[0.0, 1069.3254901960786], [1.0, 13.470588235294118]]}","{type=[[0.0, 1069.3254901960786], [1.0, 13.470588235294118]]}","{type=[[0.0, 1082.7960784313727]]}","{type=[[0.0, 710.2862745098038], [1.0, 372.5098039215688]]}","{type=[[0.0, 723.7568627450979], [1.0, 359.0392156862747]]}","{type=[[0.0, 723.7568627450979], [1.0, 359.0392156862747]]}",528855380,"{type=[[0.0, 1082.7960784313727]]}","{type=[[0.0, 1082.7960784313727]]}","{type=[[0.0, 1082.7960784313727]]}",
00000000000000000031,"{type=[[0.0, 1094.1176470588236]]}","{type=[[0.0, 1094.1176470588236]]}","{type=[[0.0, 1094.1176470588236]]}","{type=[[0.0, 872.4235294117644], [1.0, 221.69411764705882]]}","{type=[[0.0, 872.4235294117644], [1.0, 221.69411764705882]]}","{type=[[0.0, 872.4235294117644], [1.0, 221.69411764705882]]}",529399948,"{type=[[0.0, 1094.1176470588236]]}","{type=[[0.0, 1094.1176470588236]]}","{type=[[0.0, 1094.1176470588236]]}",
00000000000000000044,"{type=[[0.0, 1034.3647058823524]]}","{type=[[0.0, 1034.3647058823524]]}","{type=[[0.0, 1034.3647058823524]]}","{type=[[0.0, 146.57647058823528], [1.0, 887.7882352941177]]}","{type=[[0.0, 146.57647058823528], [1.0, 887.7882352941177]]}","{type=[[0.0, 146.57647058823528], [1.0, 887.7882352941177]]}",526368742,"{type=[[0.0, 1034.3647058823524]]}","{type=[[0.0, 1034.3647058823524]]}","{type=[[0.0, 1034.3647058823524]]}",
00000000000000000067,"{type=[[0.0, 1034.9803921568644]]}","{type=[[0.0, 1034.9803921568644]]}","{type=[[0.0, 1034.9803921568644]]}","{type=[[0.0, 442.1607843137256], [1.0, 592.8196078431373]]}","{type=[[0.0, 442.1607843137256], [1.0, 592.8196078431373]]}","{type=[[0.0, 442.1607843137256], [1.0, 592.8196078431373]]}",526125806,"{type=[[0.0, 1034.9803921568644]]}","{type=[[0.0, 1034.9803921568644]]}","{type=[[0.0, 1034.9803921568644]]}",
00000000000000000068,"{type=[[0.0, 1051.0901960784302]]}","{type=[[0.0, 1051.0901960784302]]}","{type=[[0.0, 1051.0901960784302]]}","{type=[[0.0, 568.3843137254898], [1.0, 482.7058823529413]]}","{type=[[0.0, 568.3843137254898], [1.0, 482.7058823529413]]}","{type=[[0.0, 568.3843137254898], [1.0, 482.7058823529413]]}",526972209,"{type=[[0.0, 1051.0901960784302]]}","{type=[[0.0, 1051.0901960784302]]}","{type=[[0.0, 1051.0901960784302]]}",
00000000000000000069,"{type=[[0.0, 1050.4901960784307]]}","{type=[[0.0, 1050.4901960784307]]}","{type=[[0.0, 1050.4901960784307]]}","{type=[[0.0, 103.41176470588238], [1.0, 947.0784313725491]]}","{type=[[0.0, 103.41176470588238], [1.0, 947.0784313725491]]}","{type=[[0.0, 103.41176470588238], [1.0, 947.0784313725491]]}",527136231,"{type=[[0.0, 1050.4901960784307]]}","{type=[[0.0, 1050.4901960784307]]}","{type=[[0.0, 1050.4901960784307]]}",
0000000000000000006a,"{type=[[0.0, 1059.168627450978]]}","{type=[[0.0, 1059.168627450978]]}","{type=[[0.0, 1059.168627450978]]}","{type=[[0.0, 735.4039215686273], [1.0, 323.764705882353]]}","{type=[[0.0, 735.4039215686273], [1.0, 323.764705882353]]}","{type=[[0.0, 735.4039215686273], [1.0, 323.764705882353]]}",527123111,"{type=[[0.0, 1059.168627450978]]}","{type=[[0.0, 1059.168627450978]]}","{type=[[0.0, 1059.168627450978]]}",
0000000000000000006b,"{type=[[0.0, 1051.2745098039202]]}","{type=[[0.0, 1051.2745098039202]]}","{type=[[0.0, 1051.2745098039202]]}","{type=[[0.0, 673.2823529411764], [1.0, 377.99215686274505]]}","{type=[[0.0, 673.2823529411764], [1.0, 377.99215686274505]]}","{type=[[0.0, 673.2823529411764], [1.0, 377.99215686274505]]}",527109969,"{type=[[0.0, 1051.2745098039202]]}","{type=[[0.0, 1051.2745098039202]]}","{type=[[0.0, 1051.2745098039202]]}",
0000000000000000006c,"{type=[[0.0, 1047.494117647059]]}","{type=[[0.0, 1047.494117647059]]}","{type=[[0.0, 1047.494117647059]]}","{type=[[0.0, 472.6627450980392], [1.0, 574.8313725490198]]}","{type=[[0.0, 472.6627450980392], [1.0, 574.8313725490198]]}","{type=[[0.0, 472.6627450980392], [1.0, 574.8313725490198]]}",526952501,"{type=[[0.0, 1047.494117647059]]}","{type=[[0.0, 1047.494117647059]]}","{type=[[0.0, 1047.494117647059]]}",
0000000000000000006d,"{type=[[0.0, 1046.1215686274477]]}","{type=[[0.0, 1046.1215686274477]]}","{type=[[0.0, 1046.1215686274477]]}","{type=[[0.0, 324.9568627450981], [1.0, 721.1647058823528]]}","{type=[[0.0, 324.9568627450981], [1.0, 721.1647058823528]]}","{type=[[0.0, 324.9568627450981], [1.0, 721.1647058823528]]}",526854084,"{type=[[0.0, 1046.1215686274477]]}","{type=[[0.0, 1046.1215686274477]]}","{type=[[0.0, 1046.1215686274477]]}",
0000000000000000006e,"{type=[[0.0, 1056.8666666666638]]}","{type=[[0.0, 1056.8666666666638]]}","{type=[[0.0, 1056.8666666666638]]}","{type=[[0.0, 904.5843137254901], [1.0, 152.2823529411765]]}","{type=[[0.0, 904.5843137254901], [1.0, 152.2823529411765]]}","{type=[[0.0, 904.5843137254901], [1.0, 152.2823529411765]]}",527457693,"{type=[[0.0, 1056.8666666666638]]}","{type=[[0.0, 1056.8666666666638]]}","{type=[[0.0, 1056.8666666666638]]}",
0000000000000000006f,"{type=[[0.0, 1065.9529411764672]]}","{type=[[0.0, 1065.9529411764672]]}","{type=[[0.0, 1065.9529411764672]]}","{type=[[0.0, 1065.9529411764672]]}","{type=[[0.0, 1065.9529411764672]]}","{type=[[0.0, 1065.9529411764672]]}",527805456,"{type=[[0.0, 1065.9529411764672]]}","{type=[[0.0, 1065.9529411764672]]}","{type=[[0.0, 1065.9529411764672]]}",
00000000000000000070,"{type=[[0.0, 1063.6862745098038]]}","{type=[[0.0, 1063.6862745098038]]}","{type=[[0.0, 1063.6862745098038]]}","{type=[[0.0, 893.8196078431373], [1.0, 169.8666666666667]]}","{type=[[0.0, 893.8196078431373], [1.0, 169.8666666666667]]}","{type=[[0.0, 893.8196078431373], [1.0, 169.8666666666667]]}",527516763,"{type=[[0.0, 1063.6862745098038]]}","{type=[[0.0, 1063.6862745098038]]}","{type=[[0.0, 1063.6862745098038]]}",
00000000000000000071,"{type=[[0.0, 1061.1450980392146]]}","{type=[[0.0, 1061.1450980392146]]}","{type=[[0.0, 1061.1450980392146]]}","{type=[[0.0, 932.5647058823529], [1.0, 128.58039215686276]]}","{type=[[0.0, 932.5647058823529], [1.0, 128.58039215686276]]}","{type=[[0.0, 932.5647058823529], [1.0, 128.58039215686276]]}",527680818,"{type=[[0.0, 1061.1450980392146]]}","{type=[[0.0, 1061.1450980392146]]}","{type=[[0.0, 1061.1450980392146]]}",
00000000000000000072,"{type=[[0.0, 1069.7607843137266]]}","{type=[[0.0, 1069.7607843137266]]}","{type=[[0.0, 1069.7607843137266]]}","{type=[[0.0, 685.4392156862743], [1.0, 384.321568627451]]}","{type=[[0.0, 685.4392156862743], [1.0, 384.321568627451]]}","{type=[[0.0, 685.4392156862743], [1.0, 384.321568627451]]}",527969482,"{type=[[0.0, 1069.7607843137266]]}","{type=[[0.0, 1069.7607843137266]]}","{type=[[0.0, 1069.7607843137266]]}",
00000000000000000073,"{type=[[0.0, 1071.0549019607824]]}","{type=[[0.0, 1071.0549019607824]]}","{type=[[0.0, 1071.0549019607824]]}","{type=[[0.0, 823.8666666666668], [1.0, 247.18823529411762]]}","{type=[[0.0, 823.8666666666668], [1.0, 247.18823529411762]]}","{type=[[0.0, 823.8666666666668], [1.0, 247.18823529411762]]}",528021983,"{type=[[0.0, 1071.0549019607824]]}","{type=[[0.0, 1071.0549019607824]]}","{type=[[0.0, 1071.0549019607824]]}",
00000000000000000074,"{type=[[0.0, 1075.9843137254895]]}","{type=[[0.0, 1075.9843137254895]]}","{type=[[0.0, 1075.9843137254895]]}","{type=[[0.0, 307.164705882353], [1.0, 768.8196078431374]]}","{type=[[0.0, 307.164705882353], [1.0, 768.8196078431374]]}","{type=[[0.0, 307.164705882353], [1.0, 768.8196078431374]]}",528297569,"{type=[[0.0, 1075.9843137254895]]}","{type=[[0.0, 1075.9843137254895]]}","{type=[[0.0, 1075.9843137254895]]}",
00000000000000000075,"{type=[[0.0, 1067.2745098039218]]}","{type=[[0.0, 1067.2745098039218]]}","{type=[[0.0, 1067.2745098039218]]}","{type=[[0.0, 501.513725490196], [1.0, 565.7607843137255]]}","{type=[[0.0, 501.513725490196], [1.0, 565.7607843137255]]}","{type=[[0.0, 501.513725490196], [1.0, 565.7607843137255]]}",527798926,"{type=[[0.0, 1067.2745098039218]]}","{type=[[0.0, 1067.2745098039218]]}","{type=[[0.0, 1067.2745098039218]]}",
