system:index,deforestationHistogram 2000-2010,deforestationHistogram 2000-2018,deforestationHistogram 2010-2018,forestHistogram 2000,forestHistogram 2010,forestHistogram 2018,plotID,reforestationHistogram 2000-2010,reforestationHistogram 2000-2018,reforestationHistogram 2010-2018,.geo
00000000000000000281,"{type=[[0.0, 911.6588235294115]]}","{type=[[0.0, 880.7921568627448], [1.0, 30.866666666666667]]}","{type=[[0.0, 880.7921568627448], [1.0, 30.866666666666667]]}","{type=[[0.0, 10.505882352941176], [1.0, 901.1529411764703]]}","{type=[[0.0, 10.505882352941176], [1.0, 901.1529411764703]]}","{type=[[0.0, 39.372549019607845], [1.0, 872.2862745098038]]}",519361280,"{type=[[0.0, 911.6588235294115]]}","{type=[[0.0, 909.6588235294116], [1.0, 2.0]]}","{type=[[0.0, 909.6588235294116], [1.0, 2.0]]}",
00000000000000000282,"{type=[[0.0, 917.5960784313727]]}","{type=[[0.0, 893.2352941176472], [1.0, 24.360784313725492]]}","{type=[[0.0, 893.2352941176472], [1.0, 24.360784313725492]]}","{type=[[0.0, 69.45490196078431], [1.0, 848.1411764705883]]}","{type=[[0.0, 69.45490196078431], [1.0, 848.1411764705883]]}","{type=[[0.0, 93.8156862745098], [1.0, 823.7803921568628]]}",519302225,"{type=[[0.0, 917.5960784313727]]}","{type=[[0.0, 917.5960784313727]]}","{type=[[0.0, 917.5960784313727]]}",
00000000000000000283,"{type=[[0.0, 915.2549019607842]]}","{type=[[0.0, 881.5999999999998], [1.0, 33.654901960784315]]}","{type=[[0.0, 881.5999999999998], [1.0, 33.654901960784315]]}","{type=[[0.0, 0.3686274509803922], [1.0, 914.8862745098038]]}","{type=[[0.0, 0.3686274509803922], [1.0, 914.8862745098038]]}","{type=[[0.0, 34.023529411764706], [1.0, 881.2313725490194]]}",519315337,"{type=[[0.0, 915.2549019607842]]}","{type=[[0.0, 915.2549019607842]]}","{type=[[0.0, 915.2549019607842]]}",
00000000000000000284,"{type=[[0.0, 910.992156862745]]}","{type=[[0.0, 901.992156862745], [1.0, 9.0]]}","{type=[[0.0, 901.992156862745], [1.0, 9.0]]}","{type=[[0.0, 291.6588235294118], [1.0, 619.3333333333334]]}","{type=[[0.0, 291.6588235294118], [1.0, 619.3333333333334]]}","{type=[[0.0, 300.6588235294118], [1.0, 610.3333333333334]]}",519131622,"{type=[[0.0, 910.992156862745]]}","{type=[[0.0, 910.992156862745]]}","{type=[[0.0, 910.992156862745]]}",
00000000000000000285,"{type=[[0.0, 908.3176470588237]]}","{type=[[0.0, 907.3176470588237], [1.0, 1.0]]}","{type=[[0.0, 907.3176470588237], [1.0, 1.0]]}","{type=[[0.0, 44.51372549019607], [1.0, 863.8039215686274]]}","{type=[[0.0, 44.51372549019607], [1.0, 863.8039215686274]]}","{type=[[0.0, 45.51372549019607], [1.0, 862.8039215686274]]}",519059450,"{type=[[0.0, 908.3176470588237]]}","{type=[[0.0, 908.3176470588237]]}","{type=[[0.0, 908.3176470588237]]}",
00000000000000000286,"{type=[[0.0, 917.372549019608]]}","{type=[[0.0, 916.372549019608], [1.0, 1.0]]}","{type=[[0.0, 916.372549019608], [1.0, 1.0]]}","{type=[[0.0, 5.690196078431373], [1.0, 911.6823529411764]]}","{type=[[0.0, 5.690196078431373], [1.0, 911.6823529411764]]}","{type=[[0.0, 6.690196078431373], [1.0, 910.6823529411764]]}",519531849,"{type=[[0.0, 917.372549019608]]}","{type=[[0.0, 917.372549019608]]}","{type=[[0.0, 917.372549019608]]}",
00000000000000000287,"{type=[[0.0, 916.9411764705881]]}","{type=[[0.0, 915.941176470588], [1.0, 1.0]]}","{type=[[0.0, 915.941176470588], [1.0, 1.0]]}","{type=[[0.0, 49.35686274509804], [1.0, 867.5843137254903]]}","{type=[[0.0, 49.35686274509804], [1.0, 867.5843137254903]]}","{type=[[0.0, 50.35686274509804], [1.0, 866.5843137254903]]}",519689292,"{type=[[0.0, 916.9411764705881]]}","{type=[[0.0, 916.9411764705881]]}","{type=[[0.0, 916.9411764705881]]}",
00000000000000000288,"{type=[[0.0, 924.0196078431371]]}","{type=[[0.0, 910.0196078431371], [1.0, 14.0]]}","{type=[[0.0, 910.0196078431371], [1.0, 14.0]]}","{type=[[0.0, 3.8745098039215686], [1.0, 920.1450980392157]]}","{type=[[0.0, 3.8745098039215686], [1.0, 920.1450980392157]]}","{type=[[0.0, 17.87450980392157], [1.0, 906.1450980392156]]}",519708978,"{type=[[0.0, 924.0196078431371]]}","{type=[[0.0, 924.0196078431371]]}","{type=[[0.0, 924.0196078431371]]}",
00000000000000000289,"{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}",519754905,"{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}","{type=[[0.0, 924.0117647058826]]}",
0000000000000000028a,"{type=[[0.0, 925.1803921568622]]}","{type=[[0.0, 924.5058823529413], [1.0, 0.6745098039215686]]}","{type=[[0.0, 924.5058823529413], [1.0, 0.6745098039215686]]}","{type=[[0.0, 65.70196078431374], [1.0, 859.4784313725485]]}","{type=[[0.0, 65.70196078431374], [1.0, 859.4784313725485]]}","{type=[[0.0, 66.37647058823529], [1.0, 858.803921568627]]}",519813966,"{type=[[0.0, 925.1803921568622]]}","{type=[[0.0, 925.1803921568622]]}","{type=[[0.0, 925.1803921568622]]}",
0000000000000000028c,"{type=[[0.0, 912.7372549019606], [1.0, 2.0]]}","{type=[[0.0, 868.9999999999999], [1.0, 45.73725490196079]]}","{type=[[0.0, 870.9999999999999], [1.0, 43.73725490196079]]}","{type=[[0.0, 2.0], [1.0, 912.7372549019607]]}","{type=[[0.0, 4.0], [1.0, 910.7372549019607]]}","{type=[[0.0, 47.73725490196079], [1.0, 866.9999999999999]]}",519564682,"{type=[[0.0, 914.7372549019607]]}","{type=[[0.0, 914.7372549019607]]}","{type=[[0.0, 914.7372549019607]]}",
0000000000000000028d,"{type=[[0.0, 922.9686274509806]]}","{type=[[0.0, 922.9686274509806]]}","{type=[[0.0, 922.9686274509806]]}","{type=[[0.0, 472.24313725490197], [1.0, 450.7254901960783]]}","{type=[[0.0, 472.24313725490197], [1.0, 450.7254901960783]]}","{type=[[0.0, 472.24313725490197], [1.0, 450.7254901960783]]}",519741835,"{type=[[0.0, 922.9686274509806]]}","{type=[[0.0, 922.9686274509806]]}","{type=[[0.0, 922.9686274509806]]}",
0000000000000000028e,"{type=[[0.0, 922.9333333333332]]}","{type=[[0.0, 905.4509803921568], [1.0, 17.482352941176465]]}","{type=[[0.0, 905.4509803921568], [1.0, 17.482352941176465]]}","{type=[[1.0, 922.9333333333332]]}","{type=[[1.0, 922.9333333333332]]}","{type=[[0.0, 17.482352941176465], [1.0, 905.4509803921568]]}",519951783,"{type=[[0.0, 922.9333333333332]]}","{type=[[0.0, 922.9333333333332]]}","{type=[[0.0, 922.9333333333332]]}",
0000000000000000028f,"{type=[[0.0, 920.1372549019604]]}","{type=[[0.0, 920.1372549019604]]}","{type=[[0.0, 920.1372549019604]]}","{type=[[0.0, 56.77254901960784], [1.0, 863.3647058823526]]}","{type=[[0.0, 56.77254901960784], [1.0, 863.3647058823526]]}","{type=[[0.0, 56.77254901960784], [1.0, 863.3647058823526]]}",519558127,"{type=[[0.0, 920.1372549019604]]}","{type=[[0.0, 920.1372549019604]]}","{type=[[0.0, 920.1372549019604]]}",
00000000000000000290,"{type=[[0.0, 910.2745098039214]]}","{type=[[0.0, 878.2745098039214], [1.0, 32.0]]}","{type=[[0.0, 878.2745098039214], [1.0, 32.0]]}","{type=[[0.0, 133.88627450980394], [1.0, 776.3882352941176]]}","{type=[[0.0, 133.88627450980394], [1.0, 776.3882352941176]]}","{type=[[0.0, 165.88627450980397], [1.0, 744.3882352941176]]}",519111984,"{type=[[0.0, 910.2745098039214]]}","{type=[[0.0, 910.2745098039214]]}","{type=[[0.0, 910.2745098039214]]}",
00000000000000000291,"{type=[[0.0, 911.4549019607844]]}","{type=[[0.0, 903.4549019607844], [1.0, 8.0]]}","{type=[[0.0, 903.4549019607844], [1.0, 8.0]]}","{type=[[0.0, 4.0], [1.0, 907.4549019607844]]}","{type=[[0.0, 4.0], [1.0, 907.4549019607844]]}","{type=[[0.0, 12.0], [1.0, 899.4549019607844]]}",519171037,"{type=[[0.0, 911.4549019607844]]}","{type=[[0.0, 911.4549019607844]]}","{type=[[0.0, 911.4549019607844]]}",
00000000000000000292,"{type=[[0.0, 912.5882352941178]]}","{type=[[0.0, 893.0901960784315], [1.0, 19.498039215686276]]}","{type=[[0.0, 893.0901960784315], [1.0, 19.498039215686276]]}","{type=[[0.0, 16.101960784313725], [1.0, 896.486274509804]]}","{type=[[0.0, 16.101960784313725], [1.0, 896.486274509804]]}","{type=[[0.0, 35.6], [1.0, 876.9882352941177]]}",519571286,"{type=[[0.0, 912.5882352941178]]}","{type=[[0.0, 912.5882352941178]]}","{type=[[0.0, 912.5882352941178]]}",
00000000000000000293,"{type=[[0.0, 919.0627450980393]]}","{type=[[0.0, 910.0627450980394], [1.0, 9.0]]}","{type=[[0.0, 910.0627450980394], [1.0, 9.0]]}","{type=[[1.0, 919.0627450980393]]}","{type=[[1.0, 919.0627450980393]]}","{type=[[0.0, 9.0], [1.0, 910.0627450980394]]}",519531920,"{type=[[0.0, 919.0627450980393]]}","{type=[[0.0, 919.0627450980393]]}","{type=[[0.0, 919.0627450980393]]}",
00000000000000000294,"{type=[[0.0, 919.2784313725487]]}","{type=[[0.0, 918.2784313725488], [1.0, 1.0]]}","{type=[[0.0, 918.2784313725488], [1.0, 1.0]]}","{type=[[0.0, 6.592156862745098], [1.0, 912.6862745098038]]}","{type=[[0.0, 6.592156862745098], [1.0, 912.6862745098038]]}","{type=[[0.0, 7.592156862745098], [1.0, 911.6862745098036]]}",519650035,"{type=[[0.0, 919.2784313725487]]}","{type=[[0.0, 919.2784313725487]]}","{type=[[0.0, 919.2784313725487]]}",
00000000000000000298,"{type=[[0.0, 923.113725490196]]}","{type=[[0.0, 923.113725490196]]}","{type=[[0.0, 923.113725490196]]}","{type=[[1.0, 923.113725490196]]}","{type=[[1.0, 923.113725490196]]}","{type=[[1.0, 923.113725490196]]}",519925615,"{type=[[0.0, 923.113725490196]]}","{type=[[0.0, 923.113725490196]]}","{type=[[0.0, 923.113725490196]]}",
00000000000000000107,"{type=[[0.0, 899.9647058823529]]}","{type=[[0.0, 899.9647058823529]]}","{type=[[0.0, 899.9647058823529]]}","{type=[[1.0, 899.9647058823529]]}","{type=[[1.0, 899.9647058823529]]}","{type=[[1.0, 899.9647058823529]]}",518902296,"{type=[[0.0, 899.9647058823529]]}","{type=[[0.0, 899.9647058823529]]}","{type=[[0.0, 899.9647058823529]]}",
00000000000000000108,"{type=[[0.0, 908.2470588235296]]}","{type=[[0.0, 908.2470588235296]]}","{type=[[0.0, 908.2470588235296]]}","{type=[[1.0, 908.2470588235296]]}","{type=[[1.0, 908.2470588235296]]}","{type=[[1.0, 908.2470588235296]]}",519368135,"{type=[[0.0, 908.2470588235296]]}","{type=[[0.0, 908.2470588235296]]}","{type=[[0.0, 908.2470588235296]]}",
00000000000000000109,"{type=[[0.0, 913.0235294117651]]}","{type=[[0.0, 912.0235294117647], [1.0, 1.0]]}","{type=[[0.0, 912.0235294117647], [1.0, 1.0]]}","{type=[[0.0, 27.647058823529413], [1.0, 885.3764705882359]]}","{type=[[0.0, 27.647058823529413], [1.0, 885.3764705882359]]}","{type=[[0.0, 28.647058823529413], [1.0, 884.3764705882359]]}",519663365,"{type=[[0.0, 913.0235294117651]]}","{type=[[0.0, 913.0235294117651]]}","{type=[[0.0, 913.0235294117651]]}",
0000000000000000010a,"{type=[[0.0, 908.2588235294114]]}","{type=[[0.0, 908.2588235294114]]}","{type=[[0.0, 908.2588235294114]]}","{type=[[1.0, 908.2588235294114]]}","{type=[[1.0, 908.2588235294114]]}","{type=[[1.0, 908.2588235294114]]}",519374675,"{type=[[0.0, 908.2588235294114]]}","{type=[[0.0, 908.2588235294114]]}","{type=[[0.0, 908.2588235294114]]}",
0000000000000000010b,"{type=[[0.0, 908.6745098039212]]}","{type=[[0.0, 908.6745098039212]]}","{type=[[0.0, 908.6745098039212]]}","{type=[[0.0, 835.7647058823527], [1.0, 72.90980392156862]]}","{type=[[0.0, 835.7647058823527], [1.0, 72.90980392156862]]}","{type=[[0.0, 835.7647058823527], [1.0, 72.90980392156862]]}",519440259,"{type=[[0.0, 908.6745098039212]]}","{type=[[0.0, 908.6745098039212]]}","{type=[[0.0, 908.6745098039212]]}",
0000000000000000010c,"{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}",519204063,"{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}","{type=[[0.0, 905.3960784313725]]}",
0000000000000000010d,"{type=[[0.0, 906.6196078431371]]}","{type=[[0.0, 906.6196078431371]]}","{type=[[0.0, 906.6196078431371]]}","{type=[[0.0, 89.32549019607845], [1.0, 817.2941176470587]]}","{type=[[0.0, 89.32549019607845], [1.0, 817.2941176470587]]}","{type=[[0.0, 89.32549019607845], [1.0, 817.2941176470587]]}",519223750,"{type=[[0.0, 906.6196078431371]]}","{type=[[0.0, 906.6196078431371]]}","{type=[[0.0, 906.6196078431371]]}",
000000000000000001c1,"{type=[[0.0, 923.6705882352945]]}","{type=[[0.0, 923.6705882352945]]}","{type=[[0.0, 923.6705882352945]]}","{type=[[0.0, 9.199999999999998], [1.0, 914.4705882352944]]}","{type=[[0.0, 9.199999999999998], [1.0, 914.4705882352944]]}","{type=[[0.0, 9.199999999999998], [1.0, 914.4705882352944]]}",520188281,"{type=[[0.0, 923.6705882352945]]}","{type=[[0.0, 923.6705882352945]]}","{type=[[0.0, 923.6705882352945]]}",
000000000000000001c2,"{type=[[0.0, 919.2666666666664]]}","{type=[[0.0, 919.2666666666664]]}","{type=[[0.0, 924.4392156862743]]}","{type=[[0.0, 17.7921568627451], [1.0, 901.4745098039214]]}","{type=[[0.0, 17.7921568627451], [1.0, 906.6470588235292]]}","{type=[[0.0, 17.7921568627451], [1.0, 906.6470588235292]]}",520450745,"{type=[[0.0, 919.2666666666664]]}","{type=[[0.0, 919.2666666666664]]}","{type=[[0.0, 924.4392156862743]]}",
000000000000000001c4,"{type=[[0.0, 920.3490196078432]]}","{type=[[0.0, 920.3490196078432]]}","{type=[[0.0, 920.3490196078432]]}","{type=[[1.0, 920.3490196078432]]}","{type=[[1.0, 920.3490196078432]]}","{type=[[1.0, 920.3490196078432]]}",520194890,"{type=[[0.0, 920.3490196078432]]}","{type=[[0.0, 920.3490196078432]]}","{type=[[0.0, 920.3490196078432]]}",
000000000000000001c5,"{type=[[0.0, 904.3411764705887]]}","{type=[[0.0, 904.3411764705887]]}","{type=[[0.0, 916.3411764705887]]}","{type=[[1.0, 904.3411764705887]]}","{type=[[1.0, 916.3411764705887]]}","{type=[[1.0, 916.3411764705887]]}",520116174,"{type=[[0.0, 904.3411764705887]]}","{type=[[0.0, 904.3411764705887]]}","{type=[[0.0, 916.3411764705887]]}",
000000000000000001c6,"{type=[[0.0, 895.2431372549023]]}","{type=[[0.0, 895.2431372549023]]}","{type=[[0.0, 918.4274509803925]]}","{type=[[1.0, 895.2431372549023]]}","{type=[[1.0, 918.4274509803925]]}","{type=[[1.0, 918.4274509803925]]}",520030877,"{type=[[0.0, 895.2431372549023]]}","{type=[[0.0, 895.2431372549023]]}","{type=[[0.0, 918.4274509803925]]}",
000000000000000001c7,"{type=[[0.0, 245.60784313725492]]}","{type=[[0.0, 245.60784313725492]]}","{type=[[0.0, 913.8941176470589]]}","{type=[[1.0, 245.60784313725492]]}","{type=[[1.0, 913.8941176470589]]}","{type=[[1.0, 913.8941176470589]]}",519939021,"{type=[[0.0, 245.60784313725492]]}","{type=[[0.0, 245.60784313725492]]}","{type=[[0.0, 913.8941176470589]]}",
000000000000000001c8,"{type=[[0.0, 913.0196078431376]]}","{type=[[0.0, 911.0196078431374], [1.0, 2.0]]}","{type=[[0.0, 911.0196078431374], [1.0, 2.0]]}","{type=[[1.0, 913.0196078431376]]}","{type=[[1.0, 913.0196078431376]]}","{type=[[0.0, 2.0], [1.0, 911.0196078431374]]}",519879966,"{type=[[0.0, 913.0196078431376]]}","{type=[[0.0, 913.0196078431376]]}","{type=[[0.0, 913.0196078431376]]}",
000000000000000001c9,"{type=[[0.0, 916.4745098039214]]}","{type=[[0.0, 916.4745098039214]]}","{type=[[0.0, 916.4745098039214]]}","{type=[[1.0, 916.4745098039214]]}","{type=[[1.0, 916.4745098039214]]}","{type=[[1.0, 916.4745098039214]]}",519873381,"{type=[[0.0, 916.4745098039214]]}","{type=[[0.0, 916.4745098039214]]}","{type=[[0.0, 916.4745098039214]]}",
000000000000000001ca,"{type=[[0.0, 909.5568627450982]]}","{type=[[0.0, 909.5568627450982]]}","{type=[[0.0, 911.5568627450982]]}","{type=[[0.0, 4.262745098039216], [1.0, 905.294117647059]]}","{type=[[0.0, 4.262745098039216], [1.0, 907.294117647059]]}","{type=[[0.0, 4.262745098039216], [1.0, 907.294117647059]]}",519755269,"{type=[[0.0, 909.5568627450982]]}","{type=[[0.0, 909.5568627450982]]}","{type=[[0.0, 911.5568627450982]]}",
000000000000000001cb,"{type=[[0.0, 914.141176470589]]}","{type=[[0.0, 914.141176470589]]}","{type=[[0.0, 914.141176470589]]}","{type=[[1.0, 914.141176470589]]}","{type=[[1.0, 914.141176470589]]}","{type=[[1.0, 914.141176470589]]}",519669953,"{type=[[0.0, 914.141176470589]]}","{type=[[0.0, 914.141176470589]]}","{type=[[0.0, 914.141176470589]]}",
000000000000000001cc,"{type=[[0.0, 911.901960784314]]}","{type=[[0.0, 911.901960784314]]}","{type=[[0.0, 911.901960784314]]}","{type=[[1.0, 911.901960784314]]}","{type=[[1.0, 911.901960784314]]}","{type=[[1.0, 911.901960784314]]}",519558426,"{type=[[0.0, 911.901960784314]]}","{type=[[0.0, 911.901960784314]]}","{type=[[0.0, 911.901960784314]]}",
000000000000000001cd,"{type=[[0.0, 910.2666666666668]]}","{type=[[0.0, 905.2666666666668], [1.0, 5.0]]}","{type=[[0.0, 905.2666666666668], [1.0, 5.0]]}","{type=[[1.0, 910.2666666666668]]}","{type=[[1.0, 910.2666666666668]]}","{type=[[0.0, 5.0], [1.0, 905.2666666666668]]}",519729040,"{type=[[0.0, 910.2666666666668]]}","{type=[[0.0, 910.2666666666668]]}","{type=[[0.0, 910.2666666666668]]}",
000000000000000001ce,"{type=[[0.0, 905.3215686274506]]}","{type=[[0.0, 905.3215686274506]]}","{type=[[0.0, 905.3215686274506]]}","{type=[[1.0, 905.3215686274506]]}","{type=[[1.0, 905.3215686274506]]}","{type=[[1.0, 905.3215686274506]]}",519191013,"{type=[[0.0, 905.3215686274506]]}","{type=[[0.0, 905.3215686274506]]}","{type=[[0.0, 905.3215686274506]]}",
000000000000000001cf,"{type=[[0.0, 899.8901960784318]]}","{type=[[0.0, 899.8901960784318]]}","{type=[[0.0, 899.8901960784318]]}","{type=[[0.0, 253.28235294117653], [1.0, 646.607843137255]]}","{type=[[0.0, 253.28235294117653], [1.0, 646.607843137255]]}","{type=[[0.0, 253.28235294117653], [1.0, 646.607843137255]]}",519046694,"{type=[[0.0, 899.8901960784318]]}","{type=[[0.0, 899.8901960784318]]}","{type=[[0.0, 899.8901960784318]]}",
000000000000000001d0,"{type=[[0.0, 899.8980392156864]]}","{type=[[0.0, 899.8980392156864]]}","{type=[[0.0, 899.8980392156864]]}","{type=[[1.0, 899.8980392156864]]}","{type=[[1.0, 899.8980392156864]]}","{type=[[1.0, 899.8980392156864]]}",519118868,"{type=[[0.0, 899.8980392156864]]}","{type=[[0.0, 899.8980392156864]]}","{type=[[0.0, 899.8980392156864]]}",
000000000000000001d1,"{type=[[0.0, 904.3254901960785]]}","{type=[[0.0, 904.3254901960785]]}","{type=[[0.0, 904.3254901960785]]}","{type=[[1.0, 904.3254901960785]]}","{type=[[1.0, 904.3254901960785]]}","{type=[[1.0, 904.3254901960785]]}",519204165,"{type=[[0.0, 904.3254901960785]]}","{type=[[0.0, 904.3254901960785]]}","{type=[[0.0, 904.3254901960785]]}",
000000000000000001d2,"{type=[[0.0, 902.023529411765]]}","{type=[[0.0, 902.023529411765]]}","{type=[[0.0, 902.023529411765]]}","{type=[[1.0, 902.023529411765]]}","{type=[[1.0, 902.023529411765]]}","{type=[[1.0, 902.023529411765]]}",519007339,"{type=[[0.0, 902.023529411765]]}","{type=[[0.0, 902.023529411765]]}","{type=[[0.0, 902.023529411765]]}",
000000000000000001d3,"{type=[[0.0, 874.8823529411765]]}","{type=[[0.0, 874.8823529411765]]}","{type=[[0.0, 905.2235294117647]]}","{type=[[1.0, 874.8823529411765]]}","{type=[[1.0, 905.2235294117647]]}","{type=[[1.0, 905.2235294117647]]}",519597833,"{type=[[0.0, 874.8823529411765]]}","{type=[[0.0, 874.8823529411765]]}","{type=[[0.0, 905.2235294117647]]}",
000000000000000001d4,"{type=[[0.0, 908.8392156862743]]}","{type=[[0.0, 908.8392156862743]]}","{type=[[0.0, 908.8392156862743]]}","{type=[[1.0, 908.8392156862743]]}","{type=[[1.0, 908.8392156862743]]}","{type=[[1.0, 908.8392156862743]]}",519414128,"{type=[[0.0, 908.8392156862743]]}","{type=[[0.0, 908.8392156862743]]}","{type=[[0.0, 908.8392156862743]]}",
000000000000000001d5,"{type=[[0.0, 908.698039215686]]}","{type=[[0.0, 908.698039215686]]}","{type=[[0.0, 908.698039215686]]}","{type=[[0.0, 3.843137254901961], [1.0, 904.854901960784]]}","{type=[[0.0, 3.843137254901961], [1.0, 904.854901960784]]}","{type=[[0.0, 3.843137254901961], [1.0, 904.854901960784]]}",519610975,"{type=[[0.0, 908.698039215686]]}","{type=[[0.0, 908.698039215686]]}","{type=[[0.0, 908.698039215686]]}",
000000000000000001d6,"{type=[[0.0, 906.5725490196082]]}","{type=[[0.0, 906.5725490196082]]}","{type=[[0.0, 906.5725490196082]]}","{type=[[1.0, 906.5725490196082]]}","{type=[[1.0, 906.5725490196082]]}","{type=[[1.0, 906.5725490196082]]}",519479758,"{type=[[0.0, 906.5725490196082]]}","{type=[[0.0, 906.5725490196082]]}","{type=[[0.0, 906.5725490196082]]}",
000000000000000001d7,"{type=[[0.0, 792.2901960784316]]}","{type=[[0.0, 792.2901960784316]]}","{type=[[0.0, 900.4156862745098]]}","{type=[[1.0, 792.2901960784316]]}","{type=[[1.0, 900.4156862745098]]}","{type=[[1.0, 900.4156862745098]]}",519204193,"{type=[[0.0, 792.2901960784316]]}","{type=[[0.0, 792.2901960784316]]}","{type=[[0.0, 900.4156862745098]]}",
000000000000000001da,"{type=[[0.0, 877.8509803921577]]}","{type=[[0.0, 877.8509803921577]]}","{type=[[0.0, 877.8509803921577]]}","{type=[[0.0, 6.4941176470588236], [1.0, 871.3568627450987]]}","{type=[[0.0, 6.4941176470588236], [1.0, 871.3568627450987]]}","{type=[[0.0, 6.4941176470588236], [1.0, 871.3568627450987]]}",517728025,"{type=[[0.0, 877.8509803921577]]}","{type=[[0.0, 877.8509803921577]]}","{type=[[0.0, 877.8509803921577]]}",
000000000000000001db,"{type=[[0.0, 879.7607843137254]]}","{type=[[0.0, 879.7607843137254]]}","{type=[[0.0, 879.7607843137254]]}","{type=[[1.0, 879.7607843137254]]}","{type=[[1.0, 879.7607843137254]]}","{type=[[1.0, 879.7607843137254]]}",517793637,"{type=[[0.0, 879.7607843137254]]}","{type=[[0.0, 879.7607843137254]]}","{type=[[0.0, 879.7607843137254]]}",
000000000000000001dc,"{type=[[0.0, 873.2588235294123]]}","{type=[[0.0, 873.2588235294123]]}","{type=[[0.0, 873.2588235294123]]}","{type=[[0.0, 0.00392156862745098], [1.0, 873.2549019607842]]}","{type=[[0.0, 0.00392156862745098], [1.0, 873.2549019607842]]}","{type=[[0.0, 0.00392156862745098], [1.0, 873.2549019607842]]}",517235924,"{type=[[0.0, 873.2588235294123]]}","{type=[[0.0, 873.2588235294123]]}","{type=[[0.0, 873.2588235294123]]}",
000000000000000001dd,"{type=[[0.0, 879.8235294117645]]}","{type=[[0.0, 879.8235294117645]]}","{type=[[0.0, 879.8235294117645]]}","{type=[[0.0, 534.8039215686274], [1.0, 345.0196078431372]]}","{type=[[0.0, 534.8039215686274], [1.0, 345.0196078431372]]}","{type=[[0.0, 534.8039215686274], [1.0, 345.0196078431372]]}",517563924,"{type=[[0.0, 879.8235294117645]]}","{type=[[0.0, 879.8235294117645]]}","{type=[[0.0, 879.8235294117645]]}",
000000000000000001de,"{type=[[0.0, 872.8000000000002]]}","{type=[[0.0, 872.8000000000002]]}","{type=[[0.0, 872.8000000000002]]}","{type=[[0.0, 32.984313725490196], [1.0, 839.81568627451]]}","{type=[[0.0, 32.984313725490196], [1.0, 839.81568627451]]}","{type=[[0.0, 32.984313725490196], [1.0, 839.81568627451]]}",517393328,"{type=[[0.0, 872.8000000000002]]}","{type=[[0.0, 872.8000000000002]]}","{type=[[0.0, 872.8000000000002]]}",
000000000000000001df,"{type=[[0.0, 889.2588235294118]]}","{type=[[0.0, 889.2588235294118]]}","{type=[[0.0, 889.2588235294118]]}","{type=[[1.0, 889.2588235294118]]}","{type=[[1.0, 889.2588235294118]]}","{type=[[1.0, 889.2588235294118]]}",518357814,"{type=[[0.0, 889.2588235294118]]}","{type=[[0.0, 889.2588235294118]]}","{type=[[0.0, 889.2588235294118]]}",
000000000000000001e0,"{type=[[0.0, 897.0823529411762]]}","{type=[[0.0, 897.0823529411762]]}","{type=[[0.0, 897.0823529411762]]}","{type=[[1.0, 897.0823529411762]]}","{type=[[1.0, 897.0823529411762]]}","{type=[[1.0, 897.0823529411762]]}",518692417,"{type=[[0.0, 897.0823529411762]]}","{type=[[0.0, 897.0823529411762]]}","{type=[[0.0, 897.0823529411762]]}",
000000000000000001e1,"{type=[[0.0, 898.4156862745095]]}","{type=[[0.0, 898.4156862745095]]}","{type=[[0.0, 898.4156862745095]]}","{type=[[0.0, 2.5019607843137255], [1.0, 895.9137254901958]]}","{type=[[0.0, 2.5019607843137255], [1.0, 895.9137254901958]]}","{type=[[0.0, 2.5019607843137255], [1.0, 895.9137254901958]]}",518639945,"{type=[[0.0, 898.4156862745095]]}","{type=[[0.0, 898.4156862745095]]}","{type=[[0.0, 898.4156862745095]]}",
000000000000000001e2,"{type=[[0.0, 894.886274509804]]}","{type=[[0.0, 894.886274509804]]}","{type=[[0.0, 894.886274509804]]}","{type=[[1.0, 894.886274509804]]}","{type=[[1.0, 894.886274509804]]}","{type=[[1.0, 894.886274509804]]}",518843329,"{type=[[0.0, 894.886274509804]]}","{type=[[0.0, 894.886274509804]]}","{type=[[0.0, 894.886274509804]]}",
000000000000000001e3,"{type=[[0.0, 887.8274509803924]]}","{type=[[0.0, 887.8274509803924]]}","{type=[[0.0, 887.8274509803924]]}","{type=[[1.0, 887.8274509803924]]}","{type=[[1.0, 887.8274509803924]]}","{type=[[1.0, 887.8274509803924]]}",517983709,"{type=[[0.0, 887.8274509803924]]}","{type=[[0.0, 887.8274509803924]]}","{type=[[0.0, 887.8274509803924]]}",
